player_id,name,pos,mins,min_per_app,shots,shot_rate_raw,shot_rate,on_target_rate,sot_per90,p_1plus_sot,p_2plus_sot
90003918,George Dobson,MF,2919.0,73.0,,,1.256,0.339,0.426,0.347,0.069
90003931,Oliver Rathbone,MF,1151.0,44.3,,,1.256,0.339,0.426,0.347,0.069
90001047,Gustav Berggren,MF,353.0,58.8,,,1.256,0.339,0.426,0.347,0.069
90001009,Wil Trapp,MF,2717.0,79.9,,,1.256,0.339,0.426,0.347,0.069
90004004,Ivan Brnić,MF,945.0,33.8,,,1.256,0.339,0.426,0.347,0.069
90000911,Santi Morales,MF,30.0,7.5,,,1.256,0.339,0.426,0.347,0.069
90004050,Wilfred Ndidi,MF,1996.0,79.8,,,1.256,0.339,0.426,0.347,0.069
90002360,Luuk Brouwers,MF,1944.0,64.8,,,1.256,0.339,0.426,0.347,0.069
90004060,Denis Radu,MF,658.0,43.9,,,1.256,0.339,0.426,0.347,0.069
90004058,Christ Sadia,MF,14.0,4.7,,,1.256,0.339,0.426,0.347,0.069
90004084,Svit Sešlar,MF,555.0,55.5,,,1.256,0.339,0.426,0.347,0.069
90004127,Anthony Musaba,MF,2015.0,63.0,,,1.256,0.339,0.426,0.347,0.069
90004158,İrfan Can Kahveci,MF,1650.0,68.8,,,1.256,0.339,0.426,0.347,0.069
90004194,Badou Ndiaye,MF,420.0,35.0,,,1.256,0.339,0.426,0.347,0.069
90002519,Younes Jaber el Maftahi,MF,34.0,34.0,,,1.256,0.339,0.426,0.347,0.069
90004199,Enver Kulasin,MF,134.0,26.8,,,1.256,0.339,0.426,0.347,0.069
90004200,Kacper Kozłowski,MF,2645.0,85.3,,,1.256,0.339,0.426,0.347,0.069
90002542,Tyrese Noslin,MF,2293.0,67.4,,,1.256,0.339,0.426,0.347,0.069
90004267,Ogün Bayrak,MF,554.0,34.6,,,1.256,0.339,0.426,0.347,0.069
90004134,Haydar Karataş,MF,2.0,2.0,,,1.256,0.339,0.426,0.347,0.069
90000854,Sebastian Lletget,MF,1143.0,57.2,,,1.256,0.339,0.426,0.347,0.069
90004399,Pedrinho,MF,672.0,44.8,,,1.256,0.339,0.426,0.347,0.069
90003761,Yisa Alao,MF,63.0,31.5,,,1.256,0.339,0.426,0.347,0.069
90001217,Beau Leroux,MF,2105.0,63.8,,,1.256,0.339,0.426,0.347,0.069
90002554,Mathias Kjølø,MF,533.0,28.1,,,1.256,0.339,0.426,0.347,0.069
90003531,Thierno Ballo,MF,1820.0,58.7,,,1.256,0.339,0.426,0.347,0.069
90001516,Aylon,MF,792.0,34.4,,,1.256,0.339,0.426,0.347,0.069
90001508,Newton,MF,1494.0,59.8,,,1.256,0.339,0.426,0.347,0.069
90003837,Liam Cullen,MF,1737.0,43.4,,,1.256,0.339,0.426,0.347,0.069
90001476,Allan,MF,965.0,46.0,,,1.256,0.339,0.426,0.347,0.069
90003252,Lewis Travis,MF,2228.0,79.6,,,1.256,0.339,0.426,0.347,0.069
90001412,Bernard,MF,1210.0,40.3,,,1.256,0.339,0.426,0.347,0.069
90003371,Jaydon Amauri Banel,MF,560.0,40.0,,,1.256,0.339,0.426,0.347,0.069
90003442,Sindre Egeli,MF,1474.0,52.6,,,1.256,0.339,0.426,0.347,0.069
90003480,Alexander Gilbert,MF,871.0,41.5,,,1.256,0.339,0.426,0.347,0.069
90001326,Chris Durkin,MF,1104.0,61.3,,,1.256,0.339,0.426,0.347,0.069
90003493,Jeremy Sarmiento,MF,542.0,31.9,,,1.256,0.339,0.426,0.347,0.069
90001318,Stephen Afrifa,MF,138.0,15.3,,,1.256,0.339,0.426,0.347,0.069
90003500,Morgan Whittaker,MF,2682.0,67.0,,,1.256,0.339,0.426,0.347,0.069
90003955,Ruan,MF,2245.0,80.2,,,1.256,0.339,0.426,0.347,0.069
90003556,Kenny McLean,MF,3617.0,86.1,,,1.256,0.339,0.426,0.347,0.069
90001229,Jamar Ricketts,MF,915.0,48.2,,,1.256,0.339,0.426,0.347,0.069
90003598,Siriki Dembélé,MF,657.0,34.6,,,1.256,0.339,0.426,0.347,0.069
90003601,Tyler Goodrham,MF,680.0,52.3,,,1.256,0.339,0.426,0.347,0.069
90001294,Snyder Brunell,MF,293.0,48.8,,,1.256,0.339,0.426,0.347,0.069
90003646,Harrison Armstrong,MF,1127.0,66.3,,,1.256,0.339,0.426,0.347,0.069
90003671,Isaac Hayden,MF,1491.0,51.4,,,1.256,0.339,0.426,0.347,0.069
90002423,Lewis Holtby,MF,1927.0,64.2,,,1.256,0.339,0.426,0.347,0.069
90001267,Pedro Soma,MF,71.0,14.2,,,1.256,0.339,0.426,0.347,0.069
90002327,Jorg Schreuders,MF,2822.0,83.0,,,1.256,0.339,0.426,0.347,0.069
90003701,Callum O'Hare,MF,3443.0,76.5,,,1.256,0.339,0.426,0.347,0.069
90003709,Joe Rothwell,MF,433.0,43.3,,,1.256,0.339,0.426,0.347,0.069
90003974,Hasan İlçin,MF,169.0,42.2,,,1.256,0.339,0.426,0.347,0.069
90003976,Jakub Kałuziński,MF,538.0,41.4,,,1.256,0.339,0.426,0.347,0.069
90002354,Jacob Trenskow,MF,2661.0,80.6,,,1.256,0.339,0.426,0.347,0.069
90001249,Aníbal Godoy,MF,1717.0,68.7,,,1.256,0.339,0.426,0.347,0.069
90004455,Yunus Emre Çift,MF,751.0,34.1,,,1.256,0.339,0.426,0.347,0.069
90004187,Yaser Asprilla,MF,159.0,22.7,,,1.256,0.339,0.426,0.347,0.069
90004728,Ahmed Al Ghamdi,MF,667.0,26.7,,,1.256,0.339,0.426,0.347,0.069
90000436,Diego Medina,MF,236.0,14.8,,,1.256,0.339,0.426,0.347,0.069
90004815,Abdulrahman Ghareeb,MF,512.0,22.3,,,1.256,0.339,0.426,0.347,0.069
90004883,Nasser Al Bishi,MF,196.0,32.7,,,1.256,0.339,0.426,0.347,0.069
90002498,Jelani Seedorf,MF,182.0,14.0,,,1.256,0.339,0.426,0.347,0.069
90004774,Mansor Hamzi,MF,1415.0,47.2,,,1.256,0.339,0.426,0.347,0.069
90000533,Marcelo Flores,MF,943.0,52.4,,,1.256,0.339,0.426,0.347,0.069
90004590,Mukhtar Ali,MF,1930.0,60.3,,,1.256,0.339,0.426,0.347,0.069
90004949,Abdullah Al Qahtani,MF,1484.0,57.1,,,1.256,0.339,0.426,0.347,0.069
90004727,Abdulrahman Al-Aboud,MF,536.0,35.7,,,1.256,0.339,0.426,0.347,0.069
90000499,Helinho,MF,871.0,54.4,,,1.256,0.339,0.426,0.347,0.069
90004618,Mohammed Al Sahihi,MF,131.0,13.1,,,1.256,0.339,0.426,0.347,0.069
90004672,Amadou Bamba,MF,42.0,8.4,,,1.256,0.339,0.426,0.347,0.069
90004641,Fashion Sakala,MF,2539.0,87.6,,,1.256,0.339,0.426,0.347,0.069
90004662,Abdulaziz Al Dhuwayhi,MF,785.0,39.2,,,1.256,0.339,0.426,0.347,0.069
90000486,Vitinho,MF,220.0,27.5,,,1.256,0.339,0.426,0.347,0.069
90004658,Stylianos Vrontis,MF,352.0,44.0,,,1.256,0.339,0.426,0.347,0.069
90004854,Mohammed Abu Al-Shamat,MF,2485.0,80.2,,,1.256,0.339,0.426,0.347,0.069
90004964,Nabil Alioui,MF,305.0,50.8,,,1.256,0.339,0.426,0.347,0.069
90004962,Mohammad Al Salkhadi,MF,289.0,36.1,,,1.256,0.339,0.426,0.347,0.069
90004654,Sabri Dahal,MF,1519.0,63.3,,,1.256,0.339,0.426,0.347,0.069
90004593,Yasser Al Shammari,MF,1.0,1.0,,,1.256,0.339,0.426,0.347,0.069
90004546,Eid Al Muwallad,MF,178.0,10.5,,,1.256,0.339,0.426,0.347,0.069
90004684,Mohamed Al Saedi,MF,45.0,45.0,,,1.256,0.339,0.426,0.347,0.069
90000391,Bernardo Parra,MF,1007.0,45.8,,,1.256,0.339,0.426,0.347,0.069
90004926,Ahmed Bahusayn,MF,304.0,23.4,,,1.256,0.339,0.426,0.347,0.069
90004844,Christopher Bonsu-Baah,MF,2666.0,83.3,,,1.256,0.339,0.426,0.347,0.069
90000366,Franco Moyano,MF,456.0,57.0,,,1.256,0.339,0.426,0.347,0.069
90000350,Sergio Rodríguez,MF,695.0,57.9,,,1.256,0.339,0.426,0.347,0.069
90002747,Pedro Santos,MF,770.0,48.1,,,1.256,0.339,0.426,0.347,0.069
90004726,Abdulaziz Al-Bishi,MF,315.0,14.3,,,1.256,0.339,0.426,0.347,0.069
90000346,Pedro Pedraza,MF,945.0,49.7,,,1.256,0.339,0.426,0.347,0.069
90004816,Ali Al Hassan,MF,373.0,16.2,,,1.256,0.339,0.426,0.347,0.069
90004799,Majed Sharrahi,MF,4.0,4.0,,,1.256,0.339,0.426,0.347,0.069
90004189,Yusuf Demir,MF,29.0,29.0,,,1.256,0.339,0.426,0.347,0.069
90004734,Faisal Al Ghamdi,MF,362.0,25.9,,,1.256,0.339,0.426,0.347,0.069
90000828,Yuya Kubo,MF,659.0,47.1,,,1.256,0.339,0.426,0.347,0.069
90004490,Abdurahman Al-Dossari,MF,1755.0,53.2,,,1.256,0.339,0.426,0.347,0.069
90004505,Mohammed Somaili,MF,1894.0,57.4,,,1.256,0.339,0.426,0.347,0.069
90004542,Yvan Neyou,MF,480.0,68.6,,,1.256,0.339,0.426,0.347,0.069
90000804,Bret Halsey,MF,33.0,33.0,,,1.256,0.339,0.426,0.347,0.069
90000747,Amar Sejdic,MF,340.0,24.3,,,1.256,0.339,0.426,0.347,0.069
90004239,Oghenekaro Etebo,MF,41.0,41.0,,,1.256,0.339,0.426,0.347,0.069
90004598,Abdullah Al Anazi,MF,892.0,49.6,,,1.256,0.339,0.426,0.347,0.069
90004253,Anthony Dennis,MF,2458.0,79.3,,,1.256,0.339,0.426,0.347,0.069
90000720,Cole Bassett,MF,2196.0,78.4,,,1.256,0.339,0.426,0.347,0.069
90002603,Bilal Ould-Chikh,MF,888.0,74.0,,,1.256,0.339,0.426,0.347,0.069
90000680,Nikola Petković,MF,99.0,24.8,,,1.256,0.339,0.426,0.347,0.069
90004277,Ali Yavuz Kol,MF,719.0,30.0,,,1.256,0.339,0.426,0.347,0.069
90004279,Andri Fannar Baldursson,MF,2713.0,87.5,,,1.256,0.339,0.426,0.347,0.069
90004742,Mahamadou Doumbia,MF,1114.0,79.6,,,1.256,0.339,0.426,0.347,0.069
90000649,Olger Escobar,MF,450.0,34.6,,,1.256,0.339,0.426,0.347,0.069
90004996,Yahya Gharawi,MF,24.0,12.0,,,1.256,0.339,0.426,0.347,0.069
90004757,Abdullah Turki,MF,16.0,8.0,,,1.256,0.339,0.426,0.347,0.069
90004947,Romain Faivre,MF,119.0,23.8,,,1.256,0.339,0.426,0.347,0.069
90004344,Cihat Çelik,MF,13.0,6.5,,,1.256,0.339,0.426,0.347,0.069
90000653,Samuel Piette,MF,1538.0,64.1,,,1.256,0.339,0.426,0.347,0.069
90004384,Jackson Muleka,MF,2221.0,76.6,,,1.256,0.339,0.426,0.347,0.069
90002676,Kobamelo Kodisang,MF,116.0,29.0,,,1.256,0.339,0.426,0.347,0.069
90004419,Ibrahim Olawoyin,MF,2024.0,72.3,,,1.256,0.339,0.426,0.347,0.069
90004427,Valentin Mihaila,MF,1302.0,59.2,,,1.256,0.339,0.426,0.347,0.069
90004766,Dimitrios Kourbelis,MF,2311.0,79.7,,,1.256,0.339,0.426,0.347,0.069
90004886,Saud bin Zaydan,MF,56.0,18.7,,,1.256,0.339,0.426,0.347,0.069
90004474,Oleksandr Zubkov,MF,2170.0,72.3,,,1.256,0.339,0.426,0.347,0.069
90004866,Ahmed Al Siyahi,MF,1459.0,76.8,,,1.256,0.339,0.426,0.347,0.069
90004495,Hattan Bahebri,MF,2224.0,71.7,,,1.256,0.339,0.426,0.347,0.069
90002086,Paulinho,MF,310.0,28.2,,,1.256,0.339,0.426,0.347,0.069
90001542,Rodriguinho,MF,48.0,9.6,,,1.256,0.339,0.426,0.347,0.069
90002059,Benjamín Garré,MF,293.0,29.3,,,1.256,0.339,0.426,0.347,0.069
90002322,David van der Werff,MF,2048.0,60.2,,,1.256,0.339,0.426,0.347,0.069
90000853,Samuel Sarver,MF,165.0,27.5,,,1.256,0.339,0.426,0.347,0.069
90002299,Evert Linthorst,MF,1485.0,51.2,,,1.256,0.339,0.426,0.347,0.069
90000909,Rodrigo De Paul,MF,890.0,80.9,,,1.256,0.339,0.426,0.347,0.069
90003195,Ricardo Rocha,MF,85.0,42.5,,,1.256,0.339,0.426,0.347,0.069
90002248,Luciano Valente,MF,2543.0,79.5,,,1.256,0.339,0.426,0.347,0.069
90001640,Joshua,MF,28.0,28.0,,,1.256,0.339,0.426,0.347,0.069
90001721,Matheus Pereira da Silva,MF,1285.0,67.6,,,1.256,0.339,0.426,0.347,0.069
90003204,Vando Félix,MF,339.0,42.4,,,1.256,0.339,0.426,0.347,0.069
90001724,Pablo Roberto,MF,116.0,23.2,,,1.256,0.339,0.426,0.347,0.069
90001732,Yago Pikachu,MF,1389.0,44.8,,,1.256,0.339,0.426,0.347,0.069
90002233,Gaoussou Diarra,MF,207.0,34.5,,,1.256,0.339,0.426,0.347,0.069
90001779,Bruno Henrique,MF,1397.0,48.2,,,1.256,0.339,0.426,0.347,0.069
90000914,Telasco Segovia,MF,1617.0,52.2,,,1.256,0.339,0.426,0.347,0.069
90002206,Lennard Hartjes,MF,1552.0,73.9,,,1.256,0.339,0.426,0.347,0.069
90000956,Frankie Amaya,MF,433.0,22.8,,,1.256,0.339,0.426,0.347,0.069
90000011,Isaías Violante,MF,671.0,32.0,,,1.256,0.339,0.426,0.347,0.069
90001843,Petterson,MF,80.0,40.0,,,1.256,0.339,0.426,0.347,0.069
90001018,Eric Klein,MF,2.0,1.0,,,1.256,0.339,0.426,0.347,0.069
90003301,Conor Coady,MF,1288.0,75.8,,,1.256,0.339,0.426,0.347,0.069
90003306,Ibrahim Fullah,MF,357.0,32.5,,,1.256,0.339,0.426,0.347,0.069
90001887,Aníbal Moreno,MF,1805.0,64.5,,,1.256,0.339,0.426,0.347,0.069
90003324,Rob Apter,MF,589.0,45.3,,,1.256,0.339,0.426,0.347,0.069
90001035,William Sands,MF,737.0,38.8,,,1.256,0.339,0.426,0.347,0.069
90001894,Facundo Torres,MF,1665.0,57.4,,,1.256,0.339,0.426,0.347,0.069
90002074,Loide Augusto,MF,1352.0,43.6,,,1.256,0.339,0.426,0.347,0.069
90001042,Dennis Gjengaar,MF,763.0,36.3,,,1.256,0.339,0.426,0.347,0.069
90001995,Fabricio Domínguez,MF,100.0,25.0,,,1.256,0.339,0.426,0.347,0.069
90001136,Zakaria Taifi,MF,40.0,6.7,,,1.256,0.339,0.426,0.347,0.069
90002065,Gabriel Souza,MF,136.0,11.3,,,1.256,0.339,0.426,0.347,0.069
90002037,Luiz Gustavo,MF,780.0,65.0,,,1.256,0.339,0.426,0.347,0.069
90000003,Alexis Gutiérrez,MF,1055.0,45.9,,,1.256,0.339,0.426,0.347,0.069
90003154,Clebinho,MF,1198.0,66.6,,,1.256,0.339,0.426,0.347,0.069
90002999,Filipe Soares,MF,761.0,42.3,,,1.256,0.339,0.426,0.347,0.069
90002972,Diogo Travassos,MF,2431.0,83.8,,,1.256,0.339,0.426,0.347,0.069
90002924,Marcos Vinicios Sorriso,MF,2784.0,84.4,,,1.256,0.339,0.426,0.347,0.069
90001327,Conrad Wallem,MF,2419.0,75.6,,,1.256,0.339,0.426,0.347,0.069
90002566,Taylor Booth,MF,364.0,36.4,,,1.256,0.339,0.426,0.347,0.069
90002944,Facundo Cáseres,MF,2185.0,75.3,,,1.256,0.339,0.426,0.347,0.069
90002536,Remi van Ekeris,MF,5.0,5.0,,,1.256,0.339,0.426,0.347,0.069
90002950,Joelson Fernandes,MF,1013.0,42.2,,,1.256,0.339,0.426,0.347,0.069
90002953,Luís Esteves,MF,2754.0,83.5,,,1.256,0.339,0.426,0.347,0.069
90000392,Bruce El-Mesmari,MF,20.0,20.0,,,1.256,0.339,0.426,0.347,0.069
90000721,Connor Ronan,MF,1019.0,42.5,,,1.256,0.339,0.426,0.347,0.069
90002514,Shunsuke Mito,MF,1861.0,74.4,,,1.256,0.339,0.426,0.347,0.069
90001356,Deybi Flores,MF,2886.0,80.2,,,1.256,0.339,0.426,0.347,0.069
90000729,Kevin Cabral,MF,767.0,42.6,,,1.256,0.339,0.426,0.347,0.069
90000336,Javier Eduardo López,MF,85.0,21.2,,,1.256,0.339,0.426,0.347,0.069
90001432,Mateus Iseppe,MF,3.0,3.0,,,1.256,0.339,0.426,0.347,0.069
90001464,Nicolás Acevedo,MF,1690.0,52.8,,,1.256,0.339,0.426,0.347,0.069
90000046,Jesús Serrato,MF,27.0,13.5,,,1.256,0.339,0.426,0.347,0.069
90000232,Gilberto Adame,MF,16.0,16.0,,,1.256,0.339,0.426,0.347,0.069
90003014,Pablo,MF,864.0,37.6,,,1.256,0.339,0.426,0.347,0.069
90002370,Ringo Meerveld,MF,2423.0,80.8,,,1.256,0.339,0.426,0.347,0.069
90001513,Álvaro Montoro,MF,936.0,58.5,,,1.256,0.339,0.426,0.347,0.069
90000740,Sam Bassett,MF,339.0,28.2,,,1.256,0.339,0.426,0.347,0.069
90001515,Antonio Galeano,MF,3125.0,82.2,,,1.256,0.339,0.426,0.347,0.069
90000161,Cristian Inda,MF,7.0,7.0,,,1.256,0.339,0.426,0.347,0.069
90000805,Brian Anunga,MF,1700.0,56.7,,,1.256,0.339,0.426,0.347,0.069
90001541,Richardson,MF,790.0,49.4,,,1.256,0.339,0.426,0.347,0.069
90001552,Breno,MF,2522.0,76.4,,,1.256,0.339,0.426,0.347,0.069
90002312,Oscar Pettersson,MF,158.0,31.6,,,1.256,0.339,0.426,0.347,0.069
90001565,José Andrés Martínez,MF,1396.0,58.2,,,1.256,0.339,0.426,0.347,0.069
90001603,Luis Sinisterra,MF,326.0,29.6,,,1.256,0.339,0.426,0.347,0.069
90003130,João Simões,MF,756.0,42.0,,,1.256,0.339,0.426,0.347,0.069
90001182,Julio Joao Ortíz,MF,1106.0,55.3,,,1.256,0.339,0.426,0.347,0.069
90001197,Emeka Eneli,MF,1805.0,64.5,,,1.256,0.339,0.426,0.347,0.069
90002008,Lucas Lima,MF,2550.0,77.3,,,1.256,0.339,0.426,0.347,0.069
90002749,Taichi Fukui,MF,2521.0,76.4,,,1.256,0.339,0.426,0.347,0.069
90003663,Thierry Small,MF,2491.0,60.8,,,1.256,0.339,0.426,0.347,0.069
90002652,Thijs Oosting,MF,2629.0,77.3,,,1.256,0.339,0.426,0.347,0.069
90001684,Riquelme,MF,122.0,15.2,,,1.256,0.339,0.426,0.347,0.069
90001680,Nonato,MF,914.0,45.7,,,1.256,0.339,0.426,0.347,0.069
90002667,Diogo Spencer,MF,1237.0,61.8,,,1.256,0.339,0.426,0.347,0.069
90001718,Lucca Prior,MF,656.0,54.7,,,1.256,0.339,0.426,0.347,0.069
90001632,Giorgian de Arrascaeta,MF,2350.0,71.2,,,1.256,0.339,0.426,0.347,0.069
90001782,Diego Rosa,MF,199.0,28.4,,,1.256,0.339,0.426,0.347,0.069
90003705,Gustavo Hamer,MF,2500.0,67.6,,,1.256,0.339,0.426,0.347,0.069
90002671,Gustavo Assuncao,MF,690.0,69.0,,,1.256,0.339,0.426,0.347,0.069
90002700,Francisco Chissumba,MF,1510.0,79.5,,,1.256,0.339,0.426,0.347,0.069
90002711,Nabil Touaizi,MF,2818.0,85.4,,,1.256,0.339,0.426,0.347,0.069
90001860,Everton Maceió,MF,147.0,24.5,,,1.256,0.339,0.426,0.347,0.069
90001880,Shaylon,MF,439.0,33.8,,,1.256,0.339,0.426,0.347,0.069
90001903,Lucas Evangelista,MF,1046.0,55.1,,,1.256,0.339,0.426,0.347,0.069
90002033,Lucas Ferreira,MF,761.0,58.5,,,1.256,0.339,0.426,0.347,0.069
90003757,Svante Ingelsson,MF,3344.0,83.6,,,1.256,0.339,0.426,0.347,0.069
90001937,Ignacio Laquintana,MF,1017.0,44.2,,,1.256,0.339,0.426,0.347,0.069
90002755,Andreas Schjelderup,MF,1723.0,61.5,,,1.256,0.339,0.426,0.347,0.069
90003764,Barnaby Williams,MF,45.0,45.0,,,1.256,0.339,0.426,0.347,0.069
90002805,Leonardo Lelo,MF,1839.0,63.4,,,1.256,0.339,0.426,0.347,0.069
90002010,Matheusinho,MF,1653.0,66.1,,,1.256,0.339,0.426,0.347,0.069
90003767,Caspar Jander,MF,2728.0,75.8,,,1.256,0.339,0.426,0.347,0.069
90002815,Sandro Vidigal,MF,54.0,13.5,,,1.256,0.339,0.426,0.347,0.069
90002842,Larra,MF,2843.0,86.2,,,1.256,0.339,0.426,0.347,0.069
90002938,Óscar Aranda,MF,17.0,17.0,,,1.256,0.339,0.426,0.347,0.069
90002968,Bernardo Martins,MF,612.0,43.7,,,1.256,0.339,0.426,0.347,0.069
90003803,Jesurun Rak Sakyi,MF,1606.0,61.8,,,1.256,0.339,0.426,0.347,0.069
90001544,Vinícius,MF,567.0,35.4,,,1.256,0.339,0.426,0.347,0.069
90002038,Maik,MF,607.0,67.4,,,1.256,0.339,0.426,0.347,0.069
90003648,Jamal Lewis,MF,598.0,42.7,,,1.256,0.339,0.426,0.347,0.069
90001654,Saúl Ñíguez,MF,1156.0,72.2,,,1.256,0.339,0.426,0.347,0.069
90001648,Matheus Gonçalves,MF,1490.0,59.6,,,1.256,0.339,0.426,0.347,0.069
90002503,Julian Baas,MF,1301.0,56.6,,,1.256,0.339,0.426,0.347,0.069
90002019,Zé Lucas,MF,1596.0,66.5,,,1.256,0.339,0.426,0.347,0.069
90002081,Mateus Cocão,MF,593.0,31.2,,,1.256,0.339,0.426,0.347,0.069
90001228,Jack Skahan,MF,58.0,11.6,,,1.256,0.339,0.426,0.347,0.069
90000467,Germán Padilla,MF,10.0,10.0,,,1.256,0.339,0.426,0.347,0.069
90002094,Aitor Cantalapiedra,MF,1275.0,67.1,,,1.256,0.339,0.426,0.347,0.069
90001306,Jake Davis,MF,1865.0,66.6,,,1.256,0.339,0.426,0.347,0.069
90001315,Memo Rodriguez,MF,654.0,34.4,,,1.256,0.339,0.426,0.347,0.069
90001360,José Cifuentes,MF,487.0,69.6,,,1.256,0.339,0.426,0.347,0.069
90002326,Jismerai Dillema,MF,2.0,2.0,,,1.256,0.339,0.426,0.347,0.069
90002103,Ismael,MF,18.0,18.0,,,1.256,0.339,0.426,0.347,0.069
90001957,Gabriel Bontempo,MF,997.0,39.9,,,1.256,0.339,0.426,0.347,0.069
90002223,Yoon Doyong,MF,103.0,17.2,,,1.256,0.339,0.426,0.347,0.069
90001392,Jeevan Badwal,MF,896.0,35.8,,,1.256,0.339,0.426,0.347,0.069
90002251,Oussama Targhalline,MF,1905.0,76.2,,,1.256,0.339,0.426,0.347,0.069
90003551,Jeffrey Schlupp,MF,421.0,46.8,,,1.256,0.339,0.426,0.347,0.069
90001463,Michel Araujo,MF,852.0,35.5,,,1.256,0.339,0.426,0.347,0.069
90002252,Quinten Timber,MF,1317.0,77.5,,,1.256,0.339,0.426,0.347,0.069
90002303,Jakob Breum,MF,2033.0,72.6,,,1.256,0.339,0.426,0.347,0.069
90001844,Rafael Bilu,MF,688.0,45.9,,,1.256,0.339,0.426,0.347,0.069
90001824,Igor Marques,MF,1424.0,74.9,,,1.256,0.339,0.426,0.347,0.069
90003584,Jamie Donley,MF,903.0,53.1,,,1.256,0.339,0.426,0.347,0.069
90003599,Stanley Mills,MF,2511.0,58.4,,,1.256,0.339,0.426,0.347,0.069
90002398,Thomas Bruns,MF,1162.0,43.0,,,1.256,0.339,0.426,0.347,0.069
90002420,Kamal Sowah,MF,2779.0,84.2,,,1.256,0.339,0.426,0.347,0.069
90001619,Allan,MF,683.0,52.5,,,1.256,0.339,0.426,0.347,0.069
90002461,Willum Þór Willumsson,MF,493.0,35.2,,,1.256,0.339,0.426,0.347,0.069
90003630,Márk Kosznovszky,MF,643.0,42.9,,,1.256,0.339,0.426,0.347,0.069
90001634,Guilherme,MF,62.0,62.0,,,1.256,0.339,0.426,0.347,0.069
90001638,Jorge Carrascal,MF,821.0,51.3,,,1.256,0.339,0.426,0.347,0.069
90004440,Emre Kılınç,MF,1189.0,74.3,,,1.256,0.339,0.426,0.347,0.069
90004431,Afonso Sousa,MF,176.0,22.0,,,1.256,0.339,0.426,0.347,0.069
90002914,Antoine Joujou,MF,584.0,25.4,,,1.256,0.339,0.426,0.347,0.069
90001653,Samuel Lino,MF,1394.0,66.4,,,1.256,0.339,0.426,0.347,0.069
90003233,Tommy Doyle,MF,1908.0,50.2,,,1.256,0.339,0.426,0.347,0.069
90003038,Pablo Rosario,MF,1371.0,62.3,,,1.256,0.339,0.426,0.347,0.069
90001760,Miguel Monsalve,MF,297.0,33.0,,,1.256,0.339,0.426,0.347,0.069
90003040,Rodrigo Mora,MF,1181.0,42.2,,,1.256,0.339,0.426,0.347,0.069
90003779,Mateus Fernandes,MF,189.0,63.0,,,1.256,0.339,0.426,0.347,0.069
90001725,Pedro Borges,MF,545.0,38.9,,,1.256,0.339,0.426,0.347,0.069
90003771,Flynn Downes,MF,2621.0,72.8,,,1.256,0.339,0.426,0.347,0.069
90003766,Cameron Bragg,MF,688.0,43.0,,,1.256,0.339,0.426,0.347,0.069
90001689,Yeferson Soteldo,MF,822.0,37.4,,,1.256,0.339,0.426,0.347,0.069
90001685,Rubén Lezcano,MF,57.0,14.2,,,1.256,0.339,0.426,0.347,0.069
90003754,Rio Shipston,MF,28.0,7.0,,,1.256,0.339,0.426,0.347,0.069
90003751,Olaf Kobacki,MF,480.0,36.9,,,1.256,0.339,0.426,0.347,0.069
90003607,Andre Dozzell,MF,3152.0,85.2,,,1.256,0.339,0.426,0.347,0.069
90003239,Axel Henriksson,MF,753.0,41.8,,,1.256,0.339,0.426,0.347,0.069
90001611,Rayan Passaglia Lelis,MF,64.0,64.0,,,1.256,0.339,0.426,0.347,0.069
90003013,Mootez Nourani,MF,161.0,26.8,,,1.256,0.339,0.426,0.347,0.069
90001608,Matheus Henrique,MF,723.0,42.5,,,1.256,0.339,0.426,0.347,0.069
90001598,Keny Arroyo,MF,646.0,49.7,,,1.256,0.339,0.426,0.347,0.069
90003560,Matěj Jurásek,MF,492.0,30.8,,,1.256,0.339,0.426,0.347,0.069
90001554,Charles Rigon Matos,MF,571.0,33.6,,,1.256,0.339,0.426,0.347,0.069
90003248,Harry Pickering,MF,719.0,47.9,,,1.256,0.339,0.426,0.347,0.069
90003557,Liam Gibbs,MF,1191.0,59.6,,,1.256,0.339,0.426,0.347,0.069
90003529,Raees Bangura-Williams,MF,456.0,32.6,,,1.256,0.339,0.426,0.347,0.069
90001538,Pedro Henrique,MF,1380.0,49.3,,,1.256,0.339,0.426,0.347,0.069
90003501,Riley McGree,MF,1483.0,59.3,,,1.256,0.339,0.426,0.347,0.069
90001424,Igor Gomes,MF,1824.0,53.6,,,1.256,0.339,0.426,0.347,0.069
90003351,Raphael Borges Rodrigues,MF,36.0,18.0,,,1.256,0.339,0.426,0.347,0.069
90000016,Lima,MF,1419.0,37.3,,,1.256,0.339,0.426,0.347,0.069
90000029,Álvaro Fidalgo,MF,1358.0,71.5,,,1.256,0.339,0.426,0.347,0.069
90003054,Brandon Aguilera,MF,1370.0,72.1,,,1.256,0.339,0.426,0.347,0.069
90001864,Gabriel,MF,1592.0,63.7,,,1.256,0.339,0.426,0.347,0.069
90001869,José Aldo,MF,1369.0,45.6,,,1.256,0.339,0.426,0.347,0.069
90001359,Jonathan Osorio,MF,1920.0,80.0,,,1.256,0.339,0.426,0.347,0.069
90003997,Crespo,MF,1100.0,57.9,,,1.256,0.339,0.426,0.347,0.069
