match_id,bookmaker,market,selection,line,price,captured_at
49536,market_avg,1x2,away,,2.55,2026-06-14 23:29:39.511732
49537,bet365,1x2,home,,5.5,2026-06-14 23:29:39.511732
49537,bet365,1x2,draw,,4.5,2026-06-14 23:29:39.511732
49537,bet365,1x2,away,,1.53,2026-06-14 23:29:39.511732
49537,market_avg,1x2,home,,5.77,2026-06-14 23:29:39.511732
49537,market_avg,1x2,draw,,4.68,2026-06-14 23:29:39.511732
49537,market_avg,1x2,away,,1.53,2026-06-14 23:29:39.511732
49538,bet365,1x2,home,,1.57,2026-06-14 23:29:39.511732
49538,bet365,1x2,draw,,3.8,2026-06-14 23:29:39.511732
49538,bet365,1x2,away,,6.5,2026-06-14 23:29:39.511732
49538,market_avg,1x2,home,,1.61,2026-06-14 23:29:39.511732
49538,market_avg,1x2,draw,,3.94,2026-06-14 23:29:39.511732
49538,market_avg,1x2,away,,6.06,2026-06-14 23:29:39.511732
49539,bet365,1x2,home,,1.55,2026-06-14 23:29:39.511732
49539,bet365,1x2,draw,,4.2,2026-06-14 23:29:39.511732
49539,bet365,1x2,away,,5.75,2026-06-14 23:29:39.511732
49539,market_avg,1x2,home,,1.57,2026-06-14 23:29:39.511732
49539,market_avg,1x2,draw,,4.3,2026-06-14 23:29:39.511732
49539,market_avg,1x2,away,,5.89,2026-06-14 23:29:39.511732
49540,bet365,1x2,home,,1.3,2026-06-14 23:29:39.511732
49540,bet365,1x2,draw,,5.75,2026-06-14 23:29:39.511732
49540,bet365,1x2,away,,9.0,2026-06-14 23:29:39.511732
49540,market_avg,1x2,home,,1.33,2026-06-14 23:29:39.511732
49540,market_avg,1x2,draw,,5.62,2026-06-14 23:29:39.511732
49540,market_avg,1x2,away,,9.22,2026-06-14 23:29:39.511732
49541,bet365,1x2,home,,1.45,2026-06-14 23:29:39.511732
49541,bet365,1x2,draw,,4.5,2026-06-14 23:29:39.511732
49541,bet365,1x2,away,,7.0,2026-06-14 23:29:39.511732
49541,market_avg,1x2,home,,1.45,2026-06-14 23:29:39.511732
49541,market_avg,1x2,draw,,4.79,2026-06-14 23:29:39.511732
49541,market_avg,1x2,away,,7.1,2026-06-14 23:29:39.511732
49542,bet365,1x2,home,,8.0,2026-06-14 23:29:39.511732
49542,bet365,1x2,draw,,5.75,2026-06-14 23:29:39.511732
49542,bet365,1x2,away,,1.33,2026-06-14 23:29:39.511732
49542,market_avg,1x2,home,,9.2,2026-06-14 23:29:39.511732
49542,market_avg,1x2,draw,,5.65,2026-06-14 23:29:39.511732
49542,market_avg,1x2,away,,1.33,2026-06-14 23:29:39.511732
49543,bet365,1x2,home,,2.9,2026-06-14 23:29:39.511732
49543,bet365,1x2,draw,,4.0,2026-06-14 23:29:39.511732
