player_id,name,position,current_club_id,nationality,born
11463,Aaron Ciammaglichella,S,113,ITA,2005
534,Aaron Cresswell,D S,81,ENG,1989
8942,Aaron Hickey,D,244,,
11759,Aaron Malouda,S,160,FRA,2005
5603,Aaron Ramsdale,GK,74,ENG,1998
9913,Aaron Ramsey,M S,92,,
5306,Aaron Seydel,F S,127,,
5584,Aaron Wan-Bissaka,D M S,81,COD,1997
2346,Aarón,GK S,144,ENG,1998
5133,Aarón Martín,D M S,101,ESP,1997
11816,Abakar Sylla,D S,225,CIV,2002
11046,Abdallah Sima,F M S,241,SEN,2001
9297,Abdelkabir Abqar,D,158,,
12228,Abdellah Baallal,S,270,,
11629,Abdellah Raihani,S,143,,
11825,Abderrahmane Rebbach,F M S,158,,
10095,Abdessamad Ezzalzouli,M S,153,,
9996,Abdou Harroui,F M S,94,NED,1998
7760,Abdoul Kader Bamba,M S,168,,
12618,Abdoul Koné,D S,177,FRA,2005
5732,Abdoulaye Bamba,D S,167,CIV,1990
1726,Abdoulaye Doucouré,M S,72,MLI,1993
13105,Abdoulaye Keita,M S,142,ESP,2002
3674,Abdoulaye Touré,M S,282,GUI,1994
13326,Abdoulie Ceesay,S,288,GAM,2004
12911,Abdul Fatawu,D F M S,75,GHA,2004
11105,Abdul Mumin,D,145,GHA,1998
11763,Abduqodir Khusanov,D,88,UZB,2004
8014,Abdón Prats,F M S,239,ESP,1992
12790,Abel Bretones,D M S,157,ESP,2000
7549,Abel Ruiz,F S,223,ESP,2000
6069,Ablie Jallow,F M S,180,,
11318,Abner,D S,178,BRA,2000
12519,Aboubacar Ali Abdallah,F S,225,,
12736,Aboubacar Bassinga,S,144,BFA,2005
11804,Aboubacar Lô,D M S,180,,
10835,Achraf Dari,D S,241,,
5197,Achraf Hakimi,D S,161,MAR,1998
4419,Adam Armstrong,F M S,74,ENG,1997
12371,Adam Aznou,D M S,231,MAR,2006
12984,Adam Dzwigala,D S,288,POL,1995
10774,Adam Hlozek,F M S,120,CZE,2002
486,Adam Lallana,M S,74,ENG,1988
6176,Adam Marusic,D M S,96,MNE,1992
1441,Adam Masina,D S,113,MAR,1994
10073,Adam Obert,D M S,116,SVK,2002
3259,Adam Ounas,M S,160,,
825,Adam Smith,D S,73,ENG,1991
7699,Adam Webster,D S,220,ENG,1995
12409,Adam Wharton,M S,78,ENG,2004
12724,Adama Boiro,D M S,147,ESP,2002
12164,Adama Bojang,S,177,,
900,Adama Traoré,F M S,228,ESP,1996
12386,Adel Mahamoud,S,168,,
5556,Ademola Lookman,F M S,107,NGA,1997
323,Adnan Januzaj,F M S,144,BEL,1995
10799,Ado Onaiwu,F M S,275,JPN,1995
11855,Adrian Beck,F M S,280,GER,1997
13172,Adrian Benedyczak,M S,230,POL,2000
8653,Adrian Grbic,S,179,ESP,1987
7915,Adrien Lebeau,S,241,,
3291,Adrien Rabiot,M S,164,FRA,1995
5996,Adrien Tameze,D M S,113,CMR,1994
3549,Adrien Thomasson,M S,210,FRA,1993
8640,Adrien Truffert,D M S,163,FRA,2001
11834,Adrià Alti,D M S,159,,
7174,Adrià Pedrosa,D M S,138,ESP,1998
527,Adrián,GK,153,ESP,1987
13271,Adrián Arnu,S,231,ESP,1987
8867,Adrián Bernabé,M S,230,ESP,2001
2166,Adrián Embarba,F M S,145,ESP,1987
12115,Adrián Niño,S,143,ESP,2004
12718,Adrián Pica,D S,158,ESP,2002
10272,Adrián Rodríguez,GK S,158,ESP,2000
12337,Adryelson,S,178,BRA,1998
12024,Adson,M S,168,,
12017,Agustín Martegani,M S,264,,
9345,Ahmadou Bamba Dieng,F S,167,SEN,2000
12061,Ahmed Touba,D S,243,,
12417,Aiham Ousou,D S,261,,
7306,Aihen Muñoz,D S,140,ESP,1997
10044,Aiman Maurer,S,270,,
8424,Aimar Oroz,F M S,157,ESP,2001
12262,Aingeru Olabarrieta,M,147,ESP,2005
1750,Ainsley Maitland-Niles,D M S,178,ENG,1997
3699,Aissa Laidouni,M S,240,,
3237,Aissa Mandi,D S,160,ALG,1991
4193,Aitor Fernández,GK,157,ESP,1991
8948,Aitor Paredes,D S,147,ESP,2000
6427,Aitor Ruibal,D F M S,153,ESP,1996
12049,Aiyegun Tosin,F M S,179,,
11783,Akor Adams,F S,166,NGA,2000
13423,Al Musrati,M S,171,LBY,1996
10263,Alaa Bellarouch,GK,225,,
12078,Alan Matturro,D S,101,URU,2004
11024,Alan Virginius,F M S,270,,
3310,Alassane Pléa,F M S,130,FRA,1993
3201,Alban Lafont,GK,168,CIV,1999
12880,Albert Grønbæk,F M S,163,DEN,2001
10366,Albert Gudmundsson,F M S,110,ISL,1997
9689,Albert Sambi Lokonga,M S,138,BEL,1999
4906,Alberto Cerri,S,286,ITA,1996
13354,Alberto Costa,D S,98,POR,2003
12321,Alberto Dadie,S,140,,
11955,Alberto Dossena,D S,286,ITA,1998
1504,Alberto Grassi,M S,108,ITA,1995
12252,Alberto Manzoni,S,107,ITA,2005
11412,Alberto Mari,S,146,ESP,2001
12160,Alberto Moleiro,F M S,144,ESP,2003
608,Alberto Moreno,D M S,286,ESP,1992
9044,Alberto Paleari,GK,113,ITA,1992
8849,Alberto Perea,S,155,,
12566,Alberto Risco,S,142,ESP,2005
8726,Alberto Soro,S,155,,
1055,Aleix García,M S,119,ESP,1997
7604,Alejandro Catena,D,157,ESP,1994
12723,Alejandro Francés,D S,223,ESP,2002
10552,Alejandro Garnacho,F M S,89,ARG,2004
1491,Alejandro Gomez,S,271,,
12168,Alejandro Jiménez,D M S,111,,
5138,Alejandro Pozo,D M S,208,,
13591,Alejandro Rodríguez,S,178,POR,2008
12105,Alejo Véliz,F S,141,ARG,2003
773,Aleksandar Mitrovic,S,228,,
11547,Aleksandar Pavlovic,M S,117,GER,2004
9038,Aleksandar Radovanovic,D S,208,,
7845,Aleksander Sedlar,D S,158,SRB,1991
2897,Aleksandr Golovin,M S,171,RUS,1996
2711,Aleksey Miranchuk,F M S,107,,
12867,Alen Sherri,GK,116,ALB,1997
4939,Alessandro Bastoni,D S,106,ITA,1999
9322,Alessandro Bianco,M S,110,ITA,2002
5025,Alessandro Buongiorno,D,105,ITA,1999
12783,Alessandro Circati,D,230,AUS,2003
1634,Alessandro Deiola,M S,116,ITA,1995
12597,Alessandro Dellavalle,S,113,,
9134,Alessandro Di Pardo,D S,116,,
1254,Alessandro Florenzi,S,111,ITA,1991
12909,Alessandro Gabrielloni,S,286,ITA,1994
12958,Alessandro Marcandalli,D S,101,ITA,2002
10896,Alessandro Sorrentino,GK S,271,,
12124,Alessandro Vogliacco,D S,101,ITA,1998
9876,Alessandro Zanoli,D M S,101,ITA,2000
13599,Alessio Cacciamani,S,113,ITA,2007
3927,Alessio Cragno,GK,104,,
12996,Alessio Iovine,D S,286,ITA,1991
1119,Alessio Romagnoli,D S,96,ITA,1995
4911,Alessio Zerbin,D M S,105,ITA,1999
5091,Alex Berenguer,F M S,147,ESP,1995
500,Alex Iwobi,D F M S,228,NGA,1996
8017,Alex Kral,F M S,141,CZE,1998
12086,Alex Matos,S,80,,
635,Alex McCarthy,GK,74,ENG,1989
1892,Alex Meret,GK,105,ITA,1997
12199,Alex Murphy,S,86,,
1038,Alex Palmer,GK,285,ENG,1996
1289,Alex Sandro,D S,98,,
12149,Alex Scott,M S,73,ENG,2003
7424,Alex Sola,M S,142,ESP,1999
12936,Alexander Bernhardsson,F M S,287,SWE,1998
4284,Alexander Brunst,GK,127,,
5232,Alexander Isak,F,86,SWE,1999
6290,Alexander Meyer,GK,129,GER,1991
2639,Alexander Nübel,GK,133,GER,1996
12928,Alexander Prass,D M S,120,AUT,2001
5262,Alexander Schwolow,GK,240,GER,1992
6531,Alexander Sørloth,F S,143,NOR,1995
3277,Alexandre Lacazette,F S,178,FRA,1991
5984,Alexandre Oukidja,GK,180,,
12773,Alexi Koum,S,164,,
3207,Alexis Blin,M S,243,,
5752,Alexis Claude Maurice,F M S,121,FRA,1998
8379,Alexis Mac Allister,M S,87,ARG,1998
8297,Alexis Saelemaekers,D F M S,111,BEL,1999
498,Alexis Sánchez,F S,99,CHI,1988
10810,Alexsandro Ribeiro,D,160,BRA,1999
12193,Alfie Dorrington,S,82,ENG,2005
11723,Alfie Doughty,D S,256,,
11595,Alfie Gilchrist,D S,80,,
13117,Alfie Pond,S,229,ENG,2004
9241,Alfon,F M S,152,ESP,1999
2521,Alfonso,D M S,154,URU,1992
8733,Alfonso Espino,D S,145,URU,1992
1474,Alfred Duncan,M S,265,GHA,1993
13070,Ali Abdi,D S,170,TUN,1993
12751,Ali Al-Hamadi,S,285,IRQ,2002
11279,Ali Dembélé,D S,113,FRA,2004
12998,Ali Jasim,S,286,IRQ,2004
9652,Alidu Seidu,D S,163,GHA,2000
12997,Alieu Fadera,D M S,286,GAM,2001
12365,Alieu Njie,S,113,SWE,2005
12052,Aliou Balde,S,268,GUI,2002
1257,Alisson,GK,87,BRA,1992
11236,Aljoscha Kemlein,M S,240,GER,2004
13056,Almugera Kabar,D S,129,GER,2006
3448,Alois Confais,S,282,FRA,1996
11418,Alphadjo Cissè,S,94,ITA,2006
2310,Alphonse Areola,GK S,81,FRA,1993
7345,Alphonso Davies,D S,117,CAN,2000
12054,Altay Bayindir,GK,89,TUR,1998
11186,Alvaro Rodríguez,F S,142,URU,2004
8127,Amad Diallo Traore,D F M S,89,CIV,2002
12200,Amadou Diallo,S,86,CIV,2002
7501,Amadou Haidara,M S,136,MLI,1998
12163,Amadou Koné,M S,177,MLI,2005
9667,Amadou Onana,M S,71,BEL,2001
13456,Amar Dedic,D S,164,BIH,2002
11713,Amari'i Bell,D,256,,
2532,Amath Diedhiou,D F M S,231,SEN,1996
11699,Ameen Al Dakhil,D S,133,BEL,2002
12538,Amidou Doumbouya,S,170,FRA,2007
11350,Amin Sarr,F S,94,SWE,2001
8211,Amine Adli,F M S,119,MAR,2000
6401,Amine Gouiri,F M S,164,ALG,2000
5717,Amine Harit,M S,164,MAR,1997
10827,Amine Salama,F S,177,FRA,2000
12111,Amir Murillo,D S,164,BRA,2002
11752,Amir Richardson,M S,110,MAR,2002
7924,Amir Rrahmani,D,105,KVX,1994
7320,Amos Pieper,D S,123,GER,1998
12788,Anas Haj Mohamed,M S,230,TUN,2005
13450,Anass Salah-Eddine,D S,95,MAR,2002
11703,Anass Zaroury,D F M S,210,MAR,2000
7308,Ander Barrenetxea,F M S,140,ESP,2001
6126,Ander Guevara,M S,158,ESP,1997
552,Ander Herrera,M S,147,ESP,1989
6325,Andoni Gorosabel,D S,147,ESP,1996
7410,Andras Schafer,M S,240,HUN,1999
11731,Andre Brooks,D M S,238,BRA,2001
1186,Andrea Belotti,F S,286,ITA,1993
9841,Andrea Cambiaso,D F M S,98,ITA,2000
8232,Andrea Carboni,D M S,271,ITA,2001
6718,Andrea Colpani,M S,110,ITA,1999
1460,Andrea Consigli,GK,104,,
11413,Andrea Ferraris,S,271,,
12357,Andrea Mazza,S,271,ITA,2004
1493,Andrea Petagna,F S,271,ITA,1995
4895,Andrea Pinamonti,F S,101,ITA,1999
12319,Andrea Sodero,S,108,,
13008,Andreas Albers,S,288,DEN,1990
200,Andreas Christensen,D S,148,DEN,1996
11309,Andreas Hanche-Olsen,D S,125,NOR,1997
5260,Andreas Luthe,GK,268,,
12090,Andreas Müller,M S,127,,
922,Andreas Pereira,M S,228,BRA,1996
7934,Andreas Skov Olsen,D F M S,131,DEN,1999
7515,Andrei Ratiu,D M S,145,ROU,1998
12421,Andrej Ilic,F S,240,SRB,2000
956,Andrej Kramaric,F M,120,CRO,1991
11554,Andres Sfait,S,264,,
9833,Andrew Omobamidele,D S,225,IRL,2002
1688,Andrew Robertson,D S,87,,
11808,Andrey Santos,M,225,BRA,2004
7194,Andriy Lunin,GK,150,UKR,1999
775,Andros Townsend,F M S,256,,
13022,André,M S,229,BRA,2001
11057,André Almeida,F M S,146,BRA,2001
713,André Ayew,F S,282,GHA,1989
11829,André Ferreira,GK,231,POR,1996
2383,André Gomes,M S,160,POR,1993
10913,André Onana,GK,89,CMR,1996
6170,André Silva,F S,136,POR,1995
13392,Andrés García,D S,71,ESP,2003
6164,Andrés Guardado,M S,153,,
12971,Andrés Gómez,M S,163,COL,2002
12938,Andu Kelati,M S,287,GER,2002
3530,Andy Delort,F S,166,ALG,1991
9523,Andy Diouf,F M S,210,FRA,2003
12774,Andy Irving,M S,81,SCO,2000
11793,Andy Logbo,S,282,,
6501,Andy Pelmard,D S,144,MAD,2000
10386,Anel Ahmedhodzic,D S,238,,
13530,Ange Tia,M S,177,MLI,2006
13135,Ange-Loïc N’Gatta,S,275,FRA,2003
12784,Ange-Yoan Bonny,F S,230,CIV,2003
5598,Angel Gomes,M S,160,ENG,2000
1040,Angelino,D M S,95,ESP,1997
6019,Angelo Fulgini,D F M S,210,NCL,1996
528,Angelo Ogbonna,D S,81,,
9725,Angelo Stiller,D M S,133,GER,2001
11730,Anis Ben Slimane,M S,238,,
12407,Anrie Chase,D S,133,JPN,2004
8989,Ansgar Knauff,D F M S,132,GER,2002
7967,Anssumane Fati,M S,148,,
12301,Antal Yaakobishvili,S,223,,
1235,Ante Budimir,F S,157,CRO,1991
1852,Ante Rebic,F M S,243,CRO,1993
6861,Anthony Briancon,S,175,FRA,1994
6380,Anthony Caci,D M,125,FRA,1997
9524,Anthony Elanga,F M S,249,SWE,2002
8150,Anthony Gordon,F M S,86,ENG,2001
5217,Anthony Jung,D S,123,GER,1991
3269,Anthony Lopes,GK,168,POR,1990
9705,Anthony Losilla,M S,268,FRA,1986
6533,Anthony Lozano,F S,208,,
553,Anthony Martial,F S,89,,
11879,Anthony Oyono,D S,112,,
10789,Anthony Rouault,D,163,FRA,2001
6360,Antoine Bernede,M S,94,FRA,1999
2270,Antoine Griezmann,F M S,143,FRA,1991
12785,Antoine Hainaut,D M S,230,FRA,2002
11794,Antoine Joujou,F M S,282,FRA,2003
11957,Antoine Makoumbou,M S,116,CGO,1998
9514,Antoine Mendy,D S,170,SEN,2004
11363,Antoine Semenyo,F M S,73,GHA,2000
9910,Anton Stach,D M S,120,GER,1998
8940,Antonee Robinson,D M S,228,USA,1997
6208,Antonin Barak,M,110,CZE,1994
12119,Antonin Cartillier,S,171,,
8009,Antonino Gallo,D,243,ITA,2000
9280,Antonio Blanco,M S,158,ESP,2000
7412,Antonio Candela,D,231,ITA,2000
1517,Antonio Candreva,F M S,264,ITA,2000
6400,Antonio Martínez,F S,158,ESP,1997
1609,Antonio Mirante,GK,111,,
12941,Antonio Nusa,D F M S,136,NOR,2005
7863,Antonio Puertas,F M S,155,,
9539,Antonio Raimondo,S,265,ITA,2004
1822,Antonio Rüdiger,D S,150,GER,1993
2217,Antonio Sanabria,F S,113,PAR,1996
6075,Antonio Sivera,GK,158,ESP,1996
9970,Antonio Sánchez,D F M S,239,ESP,1997
12106,Antonio Tikvic,S,99,,
9750,Antonios Papadopoulos,D S,129,,
12901,Antoniu Roca,M S,141,ESP,2002
11094,Antony,S,89,BRA,2000
13348,Antonín Kinsky,GK,82,CZE,2003
9222,Antwoine Hackford,S,238,,
6918,Anuar Mohamed,D F M S,231,MAR,1995
5612,Anwar El Ghazi,S,125,,
10184,Archie Gray,D M S,82,ENG,2006
12190,Arda Güler,F M S,150,TUR,2005
9090,Ardian Ismajli,D,108,ALB,1996
7856,Aridane Hernández,D S,145,ESP,1989
7027,Arijanet Muric,GK,285,KVX,1998
10248,Arijon Ibrahimovic,S,96,GER,2005
13076,Aristide Zossou,S,275,CIV,2005
7835,Aritz Arambarri,D,159,ESP,1998
2228,Aritz Elustondo,D S,140,ESP,1994
1583,Arkadiusz Milik,F S,98,,
13267,Arkaitz Mariezkurrena,F S,140,ESP,2005
6697,Armand Lauriente,F M S,104,,
8384,Armando Broja,F S,72,ALB,2001
1096,Armando Izzo,D S,271,ITA,1992
9710,Armel Bella Kotchap,D S,74,GER,2001
9062,Armin Gigovic,M S,287,BIH,2002
9350,Armindo Sieb,F M S,125,GER,2003
10949,Arnau Martinez,D M S,223,ESP,2003
10977,Arnau Puigmal,D M S,208,,
12898,Arnau Rafús,GK,231,ESP,2003
12913,Arnau Solà,S,154,ESP,2003
8548,Arnau Tenas,GK,161,ESP,2001
8056,Arnaud Kalimuendo Muinga,F M S,163,FRA,2002
5684,Arnaud Nordin,F M S,166,FRA,1998
8066,Arnaut Danjuma Groeneveld,F M S,223,NED,1997
11323,Arne Engels,M,121,BEL,2003
5298,Arne Maier,M S,121,GER,1999
12045,Aron Dønnum,D M S,174,NOR,1998
11788,Arouna Sangante,D,282,SEN,2002
8760,Arsen Zakharyan,M S,140,RUS,2003
11736,Artem Dovbyk,F S,95,UKR,1997
11868,Arthur,D M S,119,BRA,2003
6942,Arthur,M S,223,BRA,2003
11800,Arthur Atta,M S,99,FRA,2003
13101,Arthur Chaves,D S,120,BRA,2001
9638,Arthur Desmas,GK,282,FRA,1994
9999,Arthur Theate,D,132,BEL,2000
12392,Arthur Vermeeren,M S,136,BEL,2005
13644,Arturo Rodríguez,S,144,ESP,2006
13400,Arvid Brorsson,D S,271,SWE,1999
12599,Asaf Arania,S,127,,
13039,Asher Agbinone,S,78,ENG,2005
631,Ashley Young,D S,72,ENG,1985
12537,Asier Osambela,S,157,,
5173,Asier Villalibre,F S,158,ESP,1997
13191,Assan Ouédraogo,S,136,GER,2006
12081,Assane Diao,F S,153,SEN,2005
1326,Assane Diousse,M S,275,SEN,1997
9935,Aster Vranckx,M S,131,BEL,2002
8878,Atakan Karazor,M S,133,TUR,1996
11848,Attila Szalai,D S,135,,
12812,Augustine Boakye,F M S,175,GHA,2000
12298,Augusto Batalla,GK,145,ARG,1996
11505,Aurelien Pelon,D,179,,
6560,Aurelien Tchouameni,D M S,150,FRA,2000
12955,Aurèle Amenda,D S,132,SUI,2003
11311,Aurélio Buta,D S,177,POR,1997
11732,Auston Trusty,D S,238,,
9826,Axel Camblan,S,241,FRA,2003
6885,Axel Disasi,D S,71,FRA,1998
11084,Axel Gueguin,S,166,FRA,2005
10880,Axel Guessand,S,99,,
13215,Axel Tape,D,161,FRA,2007
934,Axel Tuanzebe,D S,285,COD,1997
3059,Axel Witsel,D S,143,BEL,1989
11764,Ayanda Sishuba,S,163,BEL,2005
13080,Ayden Heaven,D S,89,ENG,2006
12811,Ayman Aiki,M S,175,FRA,2005
8116,Ayman Azhil,S,129,MAR,2001
11182,Ayman Kari,F M S,179,,
5235,Aymen Barkok,S,125,MAR,1998
2498,Aymeric Laporte,S,88,,
770,Ayoze Pérez,F S,154,ESP,1993
12162,Ayyoub Bouaddi,M S,160,MAR,2007
9978,Azor Matusiwa,M S,163,NED,1998
8328,Azz-Eddine Ounahi,M S,164,,
8746,Aïmen Moueffek,M S,175,FRA,2001
11062,Badredine Bouanani,F M S,170,ALG,2004
7268,Bafode Diakite,D,160,FRA,2001
12844,Bahereba Guirassy,M S,168,FRA,2006
8241,Balthazar Pierret,M S,243,FRA,2000
10427,Bambasé Conté,S,120,,
9699,Bamo Meïté,D S,164,CIV,2001
5654,Baptiste Santamaria,M S,170,FRA,1995
11711,Bart Verbruggen,GK,220,NED,2002
10733,Bartol Franjic,D M S,127,,
4907,Bartosz Bereszynski,D S,108,,
12144,Bassirou N'Diaye,S,179,,
11775,Bastien Meupiyou,D,168,,
13427,Bazoumana Touré,D F M S,120,CIV,2006
2168,Bebé,S,145,,
11786,Becir Omeragic,D M S,166,SUI,2002
11815,Ben Brereton Díaz,F M S,74,CHI,1999
782,Ben Chilwell,D S,78,ENG,1996
660,Ben Davies,D S,82,WAL,1993
11231,Ben Doak,S,87,,
7689,Ben Godfrey,D S,285,ENG,1998
6424,Ben Johnson,D M S,285,ENG,2000
6443,Ben Kone,S,286,CIV,2000
1654,Ben Mee,D S,244,ENG,1989
12809,Ben Old,F M S,175,NZL,2002
7714,Ben Osborn,D M S,238,,
12198,Ben Parkinson,S,86,,
10771,Ben Seghir,M S,171,MAR,2005
12828,Ben Viadère,S,275,FRA,2005
12985,Ben Voll,GK S,288,GER,2000
7298,Ben White,D S,83,ENG,1997
13242,Ben Winterburn,S,73,ENG,2004
12965,Bence Dárdai,M S,131,HUN,2006
11981,Benedict Hollerbach,F M S,240,GER,2001
11864,Benedikt Gimber,D M,280,GER,1997
12935,Benedikt Pichler,F S,287,AUT,1997
12204,Benicio Baker-Boaitey,S,220,,
5041,Benito Ramírez,D M S,144,ESP,1995
3223,Benjamin André,M,160,FRA,1990
13058,Benjamin Bouchouari,M S,175,MAR,2001
4773,Benjamin Bourigeaud,M,163,FRA,1994
435,Benjamin Henrichs,D S,136,GER,1997
3451,Benjamin Lecomte,GK,166,FRA,1991
3389,Benjamin Mendy,D M S,179,,
3363,Benjamin Pavard,D S,106,FRA,1996
11974,Benjamin Sesko,F M S,136,SVN,2003
13411,Benjamin Siegrist,GK,101,SUI,1992
3290,Benjamin Stambouli,M S,177,,
11801,Benjamin Tetteh,F S,180,,
13061,Benjamín Domínguez,F M S,97,ARG,2003
12629,Bennit Bröger,S,131,,
5253,Benno Schmitz,D S,134,,
7240,Benoit Badiashile Mukinayi,D S,80,FRA,2001
3218,Benoit Costil,GK,264,,
11702,Benson Manuel,M S,92,,
12346,Beraldo,D S,161,BRA,2003
1927,Berat Gjimshiti,D S,107,ALB,1993
12805,Beres Owusu,D,175,FRA,2003
12055,Berkan Kutlu,S,101,,
13281,Bernard Nguene,S,170,CMR,2006
5245,Bernardo,D S,268,BRA,1995
1716,Bernardo,S,223,BRA,1995
3635,Bernardo Silva,M S,88,POR,1994
181,Bernd Leno,GK,228,GER,1992
695,Bertrand Traoré,S,71,,
12039,Bertug Yildirim,F S,142,TUR,2002
9983,Beto,F S,72,GNB,1998
9505,Beñat Prados,M S,147,ESP,2001
9465,Beñat Turrientes,M S,140,ESP,2002
4830,Bilal Boutobba,F M S,270,,
13020,Bilal El Khannouss,M S,75,MAR,2004
9673,Bilal Nadir,M S,164,MAR,2003
9658,Billal Brahimi,D S,170,ALG,2000
7988,Billy Gilmour,M S,220,SCO,2001
3415,Birama Touré,D M S,166,MLI,1992
8656,Birger Meling,S,163,,
9889,Bjarki Steinn Bjarkason,D S,265,ISL,2000
13328,Bob Omoregbe,S,111,ITA,2003
10997,Bobby Clark,M S,87,,
6827,Bobby Reid,F M S,75,JAM,1993
12995,Bojan Miovski,F S,223,MKD,1999
10346,Bonke Innocent,M S,179,,
6120,Bono,GK,138,,
1926,Boris Radunovic,GK,116,,
2543,Borja Iglesias,F S,152,ESP,1993
2252,Borja Mayoral,F S,142,ESP,1997
12641,Borja Vázquez,S,261,,
13437,Borna Barisic,D,159,CRO,1992
7075,Borna Sosa,D S,113,CRO,1998
6708,Bote Baku,D F M S,136,,
8569,Botond Balogh,D S,230,HUN,2002
5789,Boubacar Kamara,D M S,71,FRA,1999
8119,Boubacar Traore,S,229,MLI,2001
6310,Boubakary Soumare,M S,75,FRA,1999
7224,Boulaye Dia,F M S,96,SEN,1996
3393,Bouna Sarr,D S,117,,
10016,Bradley Barcola,F M S,161,FRA,2002
9659,Bradley Locko,D S,241,FRA,2002
6421,Brahim Diaz,F M S,150,MAR,1999
6227,Brais Méndez,F M S,140,ESP,1997
11310,Brajan Gruda,F M S,220,GER,2004
12034,Brandon Aguilera,S,249,,
8093,Brandon Austin,GK,82,ENG,1999
8639,Brandon Soppy,D S,113,,
11920,Braydon Manu,M S,127,,
5356,Breel Embolo,F M S,171,SUI,1997
6960,Bremer,D,98,BRA,1997
7736,Brendan Chardonnet,D,241,FRA,1994
10751,Brenden Aaronson,F M S,240,,
10760,Brennan Johnson,F M S,82,WAL,2001
12342,Brenner,F M S,99,BRA,2000
11071,Brian Ocampo,M S,261,,
9754,Brian Oliván,D S,141,ESP,1994
4748,Brice Samba,GK,210,FRA,1994
13136,Brooke Norton-Cuffy,D F M S,101,ENG,2004
9041,Bruno Amione,D S,94,,
1228,Bruno Fernandes,F M S,89,POR,1994
8327,Bruno Guimarães,M,86,BRA,1997
12403,Bruno Langa,D S,208,,
12299,Bruno Méndez,D S,155,,
12926,Bruno Ogbus,S,135,,
1168,Bryan Cristante,M S,95,ITA,1995
7338,Bryan Gil Salvatierra,D F M S,223,ESP,2001
6552,Bryan Mbeumo,D F M,244,CMR,1999
10143,Bryan Zaragoza,F M S,157,ESP,2001
13323,Budu Zivzivadze,F S,280,GEO,1994
7322,Bukayo Saka,F M S,83,ENG,2001
11729,Bénie Traoré,F M S,238,,
5264,Caglar Söyüncü,D S,143,,
5177,Caio Henrique,D S,171,BRA,1994
9843,Caleb Ekuban,F S,101,GHA,1994
13130,Caleb Kporha,S,78,ENG,2006
7333,Caleb Okoli,D S,75,ITA,2001
12837,Caleb Wiley,D M S,225,USA,2004
6456,Callum Hudson-Odoi,F M S,249,ENG,2000
468,Callum Wilson,F S,86,ENG,1992
508,Calum Chambers,M S,71,,
11728,Calvin Bassey,D S,228,NGA,1999
9912,Cameron Archer,F S,74,ENG,2001
12755,Cameron Burgess,D S,285,AUS,1995
12954,Can Uzun,M S,132,TUR,2005
7904,Caoimhin Kelleher,GK,87,IRL,1998
13014,Carl Johansson,D S,287,SWE,1994
7655,Carl Starfelt,D S,152,SWE,1995
5756,Carlens Arcus,D S,167,HAI,1996
5058,Carles Aleñá,M S,158,ESP,1998
7609,Carles Pérez,M S,142,ESP,1998
8814,Carlo Boukhalfa,F M S,288,MAR,1999
6107,Carlo Pinsoglio,S,98,,
11297,Carlos Alcaraz,M S,72,ARG,2002
10891,Carlos Augusto,D M S,106,BRA,1999
10527,Carlos Baleba,D M S,220,CMR,2004
11826,Carlos Benavídez,M S,158,URU,1998
9519,Carlos Domínguez,D S,152,ESP,2001
11540,Carlos Dotor,M S,152,,
2070,Carlos Fernández,F S,140,,
13092,Carlos Forbs,M S,229,POR,2004
12799,Carlos Guirao,M,153,ESP,2003
10101,Carlos Martín,F M S,158,ESP,2002
7864,Carlos Neva,D,155,,
11402,Carlos Romero,D M S,141,ESP,2001
2478,Carlos Soler,M S,81,ESP,1997
12294,Carlos Vicente,D F M S,158,ESP,1999
7395,Carlos Vinicius,S,228,BRA,1995
11717,Carlton Morris,F M S,256,,
9356,Carney Chukwuemeka,M S,129,AUT,2003
2248,Casemiro,M S,89,BRA,1992
12855,Casper Tengstedt,F M S,94,DEN,2000
9511,Castello Lukeba,D S,136,FRA,2002
11721,Cauley Woodrow,F S,256,,
9015,Cenk Özkacar,D S,231,TUR,2000
10433,Cesare Casadei,F M S,113,ITA,2003
11167,Chadi Riad,D,78,MAR,2003
9260,Chaka Traorè,S,111,,
849,Chancel Mbemba,D,164,,
6517,Charalampos Lykogiannis,D S,97,,
10877,Charles De Ketelaere,F M S,107,BEL,2001
9220,Charlie Cresswell,D S,174,ENG,2002
6044,Charlie Taylor,D S,74,ENG,1993
12097,Charlys,S,94,,
12368,Chaïm El Djebali,S,178,,
7700,Che Adams,F S,113,SCO,1996
13338,Cheick Conde,M S,265,GUI,2000
11387,Cheick Konate,D S,270,,
8666,Cheick Oumar Doucoure,M S,78,MLI,2000
8686,Cheick Tidiane Sabaly,F M S,180,,
7758,Cheikh Niasse,M S,94,SEN,2000
532,Cheikhou Kouyaté,M S,249,,
13078,Chema Andres,S,150,ESP,2005
11768,Cher Ndour,M S,110,ITA,2004
8694,Chidera Ejuke,F M S,138,NGA,1998
13466,Chido Obi-Martin,F S,89,DEN,2007
11719,Chiedozie Ogbene,M S,285,IRL,1997
9451,Chimuanya Ugochukwu,M S,74,,
10327,Chiquinho,M S,239,POR,2000
7704,Chris Basham,D M S,238,,
12364,Chris Bedia,S,240,,
6449,Chris Führich,D M S,133,GER,1998
7384,Chris Mepham,D S,73,,
6920,Chris Ramos,F M S,261,,
8430,Chris Richards,D S,78,USA,2000
