player_id,name,position,current_club_id,nationality,born
620,Kelechi Iheanacho,F S,138,NGA,1996
3785,Kelvin Adou,D S,168,,
10318,Kelvin Yeboah,S,166,,
13207,Kembo Diliwidi,S,210,FRA,2006
11942,Kenan Yildiz,F M S,98,TUR,2005
689,Kenedy,S,231,BRA,1996
10498,Kenneth Schmidt,S,135,,
5975,Kenny Lala,D S,241,MAD,1991
5973,Kenny Tete,D S,228,NED,1995
5061,Kepa,GK,73,ESP,1994
7265,Kephren Thuram,M S,98,FRA,2001
7401,Keven Schlotterbeck,D S,121,GER,1997
4202,Kevin,D S,152,GER,2001
6327,Kevin Akpoguma,D S,120,NGA,1995
9712,Kevin Behrens,S,131,GER,1991
3951,Kevin Bonifazi,S,243,ITA,1996
5261,Kevin Danso,D S,82,AUT,1998
447,Kevin De Bruyne,F M S,88,BEL,1991
2442,Kevin Gameiro,F M S,225,,
188,Kevin Kampl,M S,136,SVN,1990
13129,Kevin Martins,D S,271,ITA,2005
983,Kevin Mbabu,D M S,121,,
11928,Kevin Miranda,S,104,,
11852,Kevin Müller,GK,280,GER,1991
3657,Kevin N'Doram,M S,180,,
10395,Kevin Paredes,D,131,USA,2003
9156,Kevin Schade,F M S,244,GER,2001
11860,Kevin Sessa,M S,280,,
1256,Kevin Strootman,M S,101,,
7058,Kevin Stöger,M S,130,AUT,1993
3286,Kevin Trapp,GK,132,GER,1990
133,Kevin Vogt,D S,240,GER,1991
83,Kevin Volland,S,240,GER,1992
11968,Kevin Zeroli,M S,111,ITA,2005
12587,Keyliane Abdallah,S,164,FRA,2006
2243,Keylor Navas,GK,161,,
10819,Khalil Fayad,F M S,166,FRA,2004
7453,Khvicha Kvaratskhelia,F S,161,GEO,2001
8351,Ki-Jana Hoever,D S,275,NED,2002
12885,Kialonda Gaspar,D,243,ANG,1997
10743,Kieffer Moore,S,73,,
8089,Kieran Tierney,D S,83,SCO,1997
652,Kieran Trippier,D S,86,ENG,1990
9739,Kiernan Dewsbury-Hall,M S,80,ENG,1998
5140,Kike Barja,F M S,157,ESP,1997
5074,Kike García,F S,158,ESP,1989
8470,Kike Pérez,M S,231,ESP,1997
10334,Kike Salas,D S,138,ESP,2002
8687,Kiki Kouyate,D S,166,,
5043,Kiko Femenía,D S,154,ESP,1991
11031,Kilian Fischer,D S,131,GER,2000
9270,Kiliann Sildillia,D S,135,FRA,2002
12136,Kim Ji-Soo,S,244,KOR,2004
10986,Kim Min-Jae,D,117,KOR,1996
13152,Kim Min-Su,S,223,KOR,2006
226,Kingsley Coman,M S,117,FRA,1996
7785,Kingsley Ehizibue,D M S,99,NED,1995
12334,Kingstone Mutandwa,S,116,ZAM,2003
11743,Kirian Rodríguez,M,144,ESP,1996
12399,Kjell-Arik Wätjen,S,129,GER,2006
10800,Kjetil Haug,GK S,174,NOR,1998
7796,Klaus Gjasula,D M S,127,,
10727,Ko Itakura,D,130,JPN,1997
11174,Kobbie Mainoo,F M S,89,ENG,2005
159,Koen Casteels,GK,131,,
3550,Koffi Djidji,D S,113,,
11798,Koffi Kouao,D S,180,,
12232,Kofi Amoako,S,131,,
13065,Koji Miyoshi,F M S,268,JPN,1997
13368,Koka,F S,282,EGY,1993
2269,Koke,M S,143,ESP,1992
9068,Komnen Andric,F S,270,,
13451,Konan N’Dri,M S,243,NIG,2000
9964,Koni de Winter,D S,101,BEL,2002
6109,Konrad Laimer,D S,117,AUT,1997
13063,Konstantinos Koulierakis,D S,131,GRE,2003
6722,Konstantinos Mavropanos,D S,81,GRE,1997
8852,Konstantinos Tsimikas,D S,87,,
12775,Kosta Nedeljkovic,S,71,SRB,2005
1246,Kostas Manolas,D S,264,,
7482,Kouadio Kone,M S,95,,
6015,Kouakou Herve Koffi,GK,210,BFA,1996
10994,Kristian Thorstvedt,M S,104,,
9986,Kristijan Jakic,M S,121,CRO,1997
9854,Kristjan Asllani,M S,106,ALB,2002
9677,Kristoffer Ajer,D S,244,NOR,1998
9279,Krépin Diatta,D M S,171,SEN,1999
935,Kurt Zouma,D S,81,,
638,Kyle Walker,D S,88,ENG,1990
885,Kyle Walker-Peters,D M,74,ENG,1997
3423,Kylian Mbappe-Lottin,F,150,FRA,1998
13141,Kyllian Antonio,D S,210,FRA,2008
13413,Kyogo Furuhashi,F S,163,JPN,1995
10797,Kévin Biakolo,D S,174,,
10818,Kévin Danois,M S,275,FRA,2004
12814,Kévin Pedro,S,175,FRA,2006
12048,Kévin Van Den Kerkhof,D F M S,180,,
12721,Ladislav Krejcí,D S,223,CZE,1999
10025,Lamare Bogarde,D M S,71,NED,2004
7628,Lameck Banda,F M S,243,ZAM,2001
11799,Lamine Camara,M S,171,SEN,2004
11774,Lamine Diack,S,168,,
7913,Lamine Fomba,M S,175,FRA,1998
11527,Lamine Yamal,F M S,148,ESP,2007
13612,Lanroy Machine,S,167,FRA,2005
10238,Lapo Francesco Maria Nava,S,111,,
10975,Largie Ramazani,F M S,208,,
12977,Lars Ritzka,D M S,288,GER,1998
3334,Lassana Coulibaly,M S,243,MLI,1996
10423,Lasse Rieß,GK,125,GER,2001
12939,Lasse Rosenboom,D M S,287,GER,2002
10815,Lassine Sinayoko,F M S,275,MLI,1999
12826,Lasso Coulibaly,S,275,CIV,2002
4882,Laurent Abergel,M S,179,,
12341,Lautaro Giannetti,D S,99,ARG,1993
7006,Lautaro Martínez,F,106,ARG,1997
8967,Lautaro Valenti,D S,230,ARG,1999
3298,Layvin Kurzawa,S,161,,
8341,Lazar Samardzic,M S,107,SRB,2002
7236,Leander Dendoncker,M S,71,,
13381,Leandro Antonetti,S,138,PUR,2003
7109,Leandro Barreiro Martins,M S,125,,
6168,Leandro Cabrera,D S,141,URU,1991
6078,Leandro Chichizola,GK,230,ARG,1990
1248,Leandro Paredes,M S,95,ARG,1994
7698,Leandro Trossard,F M S,83,BEL,1994
11892,Leart Paqarada,D S,134,,
5800,Lebo Mothiba,F S,225,,
7313,Lee Kang-In,F M S,161,KOR,2001
8919,Leif Davis,D S,285,ENG,1999
10071,Lennard Maloney,D M S,280,USA,1999
10564,Leny Yoro,D S,89,FRA,2005
2304,Leo Baptistao,F M S,208,,
7574,Leo Petrot,D S,175,FRA,1997
9839,Leo Román,GK,239,ESP,2000
10237,Leo Østigard,D S,163,NOR,1999
5221,Leon Bailey,M S,71,JAM,1997
12532,Leon Chiwome,F S,229,,
335,Leon Goretzka,M S,117,GER,1995
11836,Leon Opitz,S,123,,
7486,Leonardo Balerdi,D,164,ARG,1999
262,Leonardo Bittencourt,M S,123,GER,1993
1287,Leonardo Bonucci,D S,240,,
12443,Leonardo Cerri,S,98,,
11529,Leonardo Mendicino,S,107,,
1104,Leonardo Pavoletti,F S,116,ITA,1988
1500,Leonardo Spinazzola,D F S,105,ITA,1993
11975,Leonidas Stergiou,D S,133,SUI,2002
12920,Leopold Querfeld,D S,240,AUT,2003
337,Leroy Sané,M S,117,GER,1996
10805,Levi Colwill,D,80,ENG,2003
1789,Lewis Cook,D M S,73,ENG,1997
10027,Lewis Dobbin,M S,72,,
6048,Lewis Dunk,D S,220,ENG,1991
11039,Lewis Ferguson,M S,97,SCO,1999
10216,Lewis Hall,D S,86,ENG,2004
169,Lewis Holtby,M S,287,GER,1990
11386,Lewis Miley,M S,86,ENG,2006
12296,Lewis Orford,S,81,ENG,2006
10775,Lewis Warrington,S,72,,
8868,Liam Delap,F S,285,ENG,2003
7925,Liam Henderson,M S,108,SCO,1996
10385,Liberato Cacace,D M S,108,NZL,2000
8677,Lilian Brassier,D S,164,FRA,1999
8987,Lilian Egloff,M S,133,,
11294,Lilian Raolisoa,D M S,167,FRA,2000
6638,Linton Maina,F M S,134,,
13046,Lior Kasa,M S,101,ISR,2005
10802,Lisandro Martínez,D,89,ARG,1998
8090,Lloyd Kelly,D S,86,ENG,1998
8200,Logan Costa,D,174,CPV,2001
8665,Loic Bade,D S,138,FRA,2000
5623,Lois Diony,S,167,FRA,1992
8973,Lorenz Assignon,D M S,163,TOG,2000
13251,Lorenzo Aguado,S,150,ESP,2002
11282,Lorenzo Amatucci,S,110,,
12999,Lorenzo Anghelè,S,98,ITA,2005
8478,Lorenzo Colombo,F M S,108,ITA,2002
1193,Lorenzo De Silvestri,D S,97,ITA,1988
11936,Lorenzo Lucca,F S,99,ITA,2000
8881,Lorenzo Montipò,GK,94,ITA,1996
1471,Lorenzo Pellegrini,M S,95,ITA,1996
8245,Lorenzo Pirola,D S,264,,
12802,Lorenzo Tosto,S,108,ITA,2006
13349,Lorenzo Venturino,M S,101,ITA,2006
6191,Lorenzo Venuti,D S,243,,
37,Loris Karius,GK,86,,
9197,Loris Mouyokolo,D,179,,
6557,Louis Beyer,D,92,,
12846,Louis Leroux,D M S,168,FRA,2006
10295,Louis Mouton,M S,175,FRA,2002
9977,Loum Tchaouna,F M S,96,FRA,2003
9931,Lovro Majer,M S,131,CRO,1998
12308,Lovro Zvonarek,M S,117,,
11787,Loïc Négo,D M S,282,HUN,1991
10832,Loïs Openda,F M S,136,BEL,2000
12258,Luc Zogbe,D S,241,CIV,2005
3,Luca Caldirola,D S,271,ITA,1991
7600,Luca De La Torre,S,152,USA,1998
4010,Luca Garritano,D M S,112,,
7324,Luca Gemello,GK,113,,
13425,Luca Jaquez,D S,133,SUI,2003
12987,Luca Kerber,M S,280,GER,2002
7807,Luca Kilian,D S,134,,
10620,Luca Koleosho,F M S,92,,
11929,Luca Lipani,M S,104,,
11876,Luca Marianucci,D M S,108,ITA,2004
1477,Luca Mazzitelli,M S,286,ITA,1995
8401,Luca Netz,D S,130,GER,2003
4970,Luca Pellegrini,D S,96,ITA,1999
10838,Luca Pfeiffer,F M S,127,,
9070,Luca Philipp,GK,120,GER,2000
12067,Luca Raimund,S,133,,
6696,Luca Ranieri,D S,110,ITA,1999
11900,Lucas Beltrán,F M S,110,ARG,2001
12912,Lucas Bergvall,M S,82,SWE,2006
1189,Lucas Boyé,F M S,155,,
8638,Lucas Chevalier,GK,160,FRA,2001
8182,Lucas Da Cunha,M S,286,FRA,2001
1823,Lucas Digne,D S,71,FRA,1993
8372,Lucas Gourna Douath,M S,95,FRA,2003
2276,Lucas Hernández,D S,161,FRA,1996
6475,Lucas Höler,F M S,135,GER,1994
9019,Lucas Martínez Quarta,D S,110,ARG,1996
12376,Lucas Michal,S,171,FRA,2005
11784,Lucas Mincarelli Davin,D S,166,FRA,2004
1109,Lucas Ocampos,F M,138,ARG,1994
7365,Lucas Paquetá,F M S,81,BRA,1997
12369,Lucas Perri,GK,178,BRA,1997
7614,Lucas Perrin,D S,225,BRA,1997
11824,Lucas Pires,D S,261,,
10972,Lucas Robertone,M S,208,,
11147,Lucas Rosa,D,231,BRA,2000
13057,Lucas Stassin,F S,175,BEL,2004
7050,Lucas Torró,M,157,ESP,1994
3743,Lucas Tousart,M S,240,FRA,1997
2253,Lucas Vázquez,D S,150,ESP,1991
8165,Lucien Agoume,M S,138,FRA,2002
6905,Ludovic Ajorque,F S,241,FRA,1994
3475,Ludovic Blas,F M S,163,FRA,1997
11884,Luigi Canotto,S,112,,
1219,Luis Alberto,M S,96,,
10408,Luis Díaz,F M S,87,COL,1997
13026,Luis Guilherme,M S,81,BRA,2006
8980,Luis Henrique,D M S,164,BRA,2001
1680,Luis Hernández,D S,261,FRA,1996
8725,Luis Milla,M S,142,ESP,1994
1229,Luis Muriel,F S,107,,
8762,Luis Pérez,D M S,231,ESP,1995
7870,Luis Rioja,D M S,158,ESP,1993
10866,Luis Sinisterra,M S,73,COL,1999
8978,Luis Suárez,F M S,208,,
6177,Luiz Felipe,D S,164,ITA,1997
11030,Luiz Henrique,M S,153,BRA,1994
12917,Luiz Júnior,GK S,154,BRA,2001
6228,Luka Jovic,F S,111,SRB,1997
2250,Luka Modric,M S,150,CRO,1985
8429,Luka Romero,F M S,158,ARG,2004
12862,Luka Sucic,F M S,140,CRO,2002
13340,Luka Topalovic,S,106,SVN,2006
11842,Lukas Daschner,M S,268,GER,1998
281,Lukas Hradecky,GK,119,FIN,1989
5358,Lukas Klostermann,D S,136,GER,1996
5263,Lukas Kübler,D S,135,GER,1992
6544,Lukas Nmecha,F S,131,GER,1998
11991,Lukas Ullrich,D S,130,GER,2004
706,Lukasz Fabianski,GK S,81,POL,1985
1305,Lukasz Skorupski,GK,97,POL,1991
11722,Luke Berry,M S,256,,
10719,Luke Harris,S,228,,
1006,Luke Shaw,D S,89,ENG,1995
8562,Luke Thomas,D S,75,ENG,2001
12746,Luke Woolfenden,D S,285,ENG,1998
13482,Luken Beitia,S,140,ESP,2004
13064,Lutsharel Geertruida,D S,136,NED,2000
9847,Luís Maximiano,GK,208,,
7498,Lyle Foster,F M S,92,,
5258,László Bénes,F M S,240,SVK,1997
11099,Lázaro,M S,208,AUT,1996
9670,Léo Leroy,M S,166,,
12986,Léo Scienza,F M S,280,BRA,1998
9018,M'Bala Nzola,F S,210,ANG,1996
1126,M'Baye Niang,F S,108,,
12942,Maarten Vandevoordt,GK S,136,BEL,2002
12584,Maat Caprini,S,110,ITA,2006
11715,Mads Andersen,D S,256,,
12910,Mads Hermansen,GK,75,DEN,2000
7809,Mads Pedersen,D S,121,DEN,1996
9685,Mads Roerslev,D S,244,DEN,1999
8326,Maduka Okoye,GK,99,NGA,1999
10058,Maghnes Akliouche,M S,171,FRA,2002
10493,Magnus Knudsen,M S,287,NOR,2001
12875,Magnus Kofod Andersen,M S,265,DEN,1999
12143,Mahamadou Diawara,M S,282,FRA,2005
12159,Mahamadou Nagida,D S,163,CMR,2005
6452,Mahdi Camara,M S,241,FRA,1998
205,Mahmoud Dahoud,M S,132,GER,1996
12627,Mahmut Kücüksahin,S,121,,
282,Makoto Hasebe,D M S,132,,
5648,Malang Sarr,D S,210,FRA,1999
13412,Malcolm Jeng,D S,177,SWE,2005
10981,Malcom Adu,S,147,,
12336,Malick Fofana,F M S,178,BEL,2005
11802,Malick Mbaye,M S,180,,
8378,Malick Thiaw,D S,111,GER,2001
9017,Malo Gusto,D S,80,FRA,2003
7747,Mama Baldé,F M S,241,GNB,1995
4903,Mamadou Coulibaly,S,264,FRA,2004
12285,Mamadou Coulibaly,S,171,FRA,2004
11613,Mamadou Diakhon,F M S,177,SEN,2005
485,Mamadou Sakho,S,166,,
11253,Mamadou Sarr,D,225,SEN,2005
2433,Mamadou Sylla,F M S,231,SEN,1994
11778,Mamady Bangré,S,174,,
13097,Mandela Keita,M S,230,BEL,2002
12981,Manolis Saliakas,D M S,288,GRE,1996
10716,Manor Solomon,M S,82,,
11266,Manu Bueno,M S,138,ESP,2004
12738,Manu Fuster,F M S,144,ESP,1997
2301,Manu Trigueros,M S,154,,
6490,Manuel Akanji,D S,88,SUI,1995
5292,Manuel Gulde,D S,135,,
6180,Manuel Lazzari,D S,96,ITA,1993
1122,Manuel Locatelli,M S,98,ITA,1998
6592,Manuel Morlanes,M S,239,ESP,1999
217,Manuel Neuer,GK,117,GER,1986
9702,Manuel Riemann,GK,268,,
7605,Manuel Sánchez,D S,158,ESP,2000
11766,Manuel Ugarte,M S,89,URU,2001
6324,Marash Kumbulla,D S,141,ALB,2000
2453,Marc Bartra,D S,153,ESP,1991
12820,Marc Bernal,M,148,ESP,2007
5159,Marc Cardona,S,144,ESP,1995
11151,Marc Casadó,M S,148,ESP,2003
7134,Marc Cucurella,D S,80,ESP,1998
12883,Marc Domenech,F M S,239,ESP,2006
7603,Marc Guehi,D M,78,ENG,2000
11633,Marc Guiu,S,80,ESP,2006
12394,Marc Martínez,GK,155,,
10189,Marc Pubill,D S,208,,
5086,Marc Roca,M S,153,ESP,1996
2090,Marc-André ter Stegen,GK,148,GER,1992
4291,Marc-Oliver Kempf,D M S,286,GER,1995
5248,Marcel Sabitzer,M S,129,AUT,1994
11912,Marcel Schuhen,GK,127,,
11503,Marciano Sanca,S,208,,
7772,Marcin Bulka,GK,170,POL,1999
10907,Marcin Listkowski,S,243,,
2117,Marco Asensio,F M S,161,ESP,1996
9614,Marco Bizot,GK,241,NED,1991
7284,Marco Brescianini,M S,107,ITA,2000
8871,Marco Carnesecchi,GK,107,ITA,2000
3978,Marco Faraoni,D M S,94,,
5340,Marco Friedl,D S,123,AUT,1998
12924,Marco Grüll,F M S,123,AUT,1998
12932,Marco Komenda,D S,287,CRO,1996
7973,Marco Mancosu,F M S,116,,
11551,Marco Palestra,D S,107,ITA,2005
11994,Marco Pellegrino,D S,111,,
319,Marco Reus,M S,129,,
6357,Marco Richter,M S,125,,
12907,Marco Sala,D S,286,ITA,1999
6132,Marco Silvestri,GK,108,ITA,1991
1501,Marco Sportiello,GK S,111,ITA,1992
8939,Marcos Acuña,D S,138,,
1621,Marcos Alonso,D S,152,ESP,1990
2518,Marcos Llorente,D M S,143,ESP,1995
11560,Marcos Peña,M S,208,,
10864,Marcos Senesi,D S,73,ARG,1997
8933,Marcos de Sousa,F S,231,,
3479,Marcus Coco,D S,168,FRA,1996
12753,Marcus Harness,S,285,ENG,1996
12226,Marcus Müller,S,125,GER,1993
12012,Marcus Pedersen,D S,113,NOR,2000
556,Marcus Rashford,F M S,71,ENG,1997
10741,Marcus Tavernier,M S,73,ENG,1999
5992,Marcus Thuram,F S,106,FRA,1997
10999,Marcão,D S,138,BRA,1996
5110,Mariano,F S,138,,
13428,Marin Ljubicic,F S,240,CRO,2002
8303,Marin Pongracic,D S,110,CRO,1997
12873,Marin Sverko,D S,265,CRO,1998
1817,Mario Balotelli,S,101,ITA,1990
10562,Mario Dominguez,S,146,,
10577,Mario Gila,D S,96,ESP,2000
422,Mario Götze,F M S,132,GER,1992
6136,Mario Hermoso,D S,95,ESP,1995
1299,Mario Lemina,D M S,229,GAB,1993
11568,Mario Maroto,S,231,ESP,2003
11349,Mario Martín,M S,231,ESP,2004
1134,Mario Pasalic,M S,107,CRO,1995
7879,Marius Bülter,D F M S,120,GER,1993
13158,Marius Courcoul,M S,167,FRA,2007
5285,Marius Müller,GK S,131,GER,1993
2693,Marius Wolf,D M S,121,GER,1995
7047,Mark Flekken,GK,244,NED,1993
12842,Mark McKenzie,D S,174,USA,1999
12205,Mark O’Mahony,F S,220,,
7582,Mark Travers,GK,73,IRL,1999
88,Mark Uth,F M S,134,,
865,Marko Arnautovic,F S,106,AUT,1989
6224,Marko Dmitrovic,GK,159,SRB,1992
12933,Marko Ivezic,D S,287,SRB,2001
11042,Marko Milovanovic,F S,208,,
12569,Marko Mladenovic,S,132,,
8037,Marley Aké,S,99,,
4312,Marnon Busch,D M S,280,GER,1994
13417,Maroan Sannadi,F S,147,MAR,2001
3297,Marquinhos,D S,161,BRA,1994
11035,Marquinhos,M S,168,BRA,1994
7908,Marshall Munetsi,M,177,ZIM,1996
1710,Marten de Roon,D M S,107,NED,1991
11164,Martial Godo,S,228,CIV,2003
10196,Martin Adeline,S,177,FRA,2003
6532,Martin Dubravka,GK,86,SVK,1989
2053,Martin Erlic,D S,97,CRO,1998
12854,Martin Frese,D M S,94,DEN,1998
5103,Martin Hongla,D M S,155,,
2517,Martin Odegaard,M S,83,NOR,1998
5611,Martin Terrier,F M S,119,FRA,1997
7838,Martin Valjent,D,239,SVK,1995
12084,Martín Payero,M S,99,ARG,1998
9001,Martín Satriano,S,210,URU,2001
11706,Martín Tejón,S,146,ESP,2004
7526,Martín Zubimendi,M S,140,ESP,1999
8040,Marvelous Nakamba,M,256,,
4329,Marvin Ducksch,F S,123,GER,1994
370,Marvin Friedrich,D S,130,GER,1995
11916,Marvin Mehlem,M S,127,ESP,2000
8863,Marvin Park,D F M S,144,ESP,2000
11856,Marvin Pieringer,F M S,280,GER,1999
211,Marvin Schulz,D M S,287,GER,1995
4376,Marvin Schwäbe,GK,134,ESP,2000
9092,Marvin Senaya,D S,225,GHA,2001
11881,Marvin Çuni,F S,112,ESP,2000
12807,Marwann N'Zuzi,D,175,FRA,2004
9352,Masaya Okugawa,S,121,,
11810,Mason Burstow,S,80,,
7490,Mason Greenwood,F M S,164,ENG,2001
985,Mason Holgate,S,72,JAM,1996
7768,Mason Mount,F M S,89,ENG,1999
943,Massadio Haidara,D S,241,MLI,1992
11780,Massamba Ndiaye,GK,270,,
12747,Massimo Luongo,M S,285,AUS,1992
2385,Mat Ryan,GK,210,,
11069,Matej Kovár,GK,119,CZE,2000
10105,Matej Maglica,D S,127,,
13111,Mateo Flores,M S,153,ESP,2004
2254,Mateo Kovacic,M S,88,CRO,1994
13124,Mateo Mejia,S,138,ESP,2003
13446,Mateo Pellegrino,F S,230,ARG,2001
11898,Mateo Retegui,F S,107,ITA,1999
8070,Mateu Morey,D S,239,ESP,2000
12948,Mateus Fernandes,F M S,74,POR,2004
11990,Mateus Lusuardi,D S,112,,
13484,Mateus Mané,S,229,POR,2007
12786,Mateusz Kowalski,M,230,POL,2005
11932,Mateusz Legowski,M S,264,,
10781,Mateusz Wieteska,D S,116,POL,1997
7080,Matheus Cunha,F M S,229,BRA,1999
12152,Matheus França,S,78,BRA,2004
9936,Matheus Henrique,M S,104,BRA,1994
11000,Matheus Nunes,D M S,88,POR,1998
11917,Mathias Honsak,D F M S,280,AUT,1996
7166,Mathias Jensen,M S,244,DEN,1996
13331,Mathias Løvik,S,230,NOR,2003
10157,Mathias Olesen,S,134,,
3786,Mathieu Cafaro,F M S,175,FRA,1997
3283,Mathieu Gorgelin,GK,282,FRA,1990
12808,Mathis Amougou,M S,175,FRA,2006
8094,Mathis Cherki,F M S,178,,
11996,Mathis Lambourde,S,94,FRA,2006
9780,Mathys Tel,F S,82,FRA,2005
12729,Mathéo Bodmer,S,282,FRA,2004
6368,Mathías Olivera,D S,105,URU,1997
13051,Matias Fernandez-Pardo,F M S,160,BEL,2005
9892,Matias Viña,D S,104,,
451,Matija Nastasic,D S,159,SRB,1993
373,Mats Hummels,D S,95,GER,1988
12945,Mats Pannewig,M S,268,GER,2004
12758,Mats Wieffer,D M S,220,NED,1999
6852,Matt Doherty,D S,229,IRL,1992
13206,Matt O'Riley,M S,220,DEN,2000
461,Matt Ritchie,S,86,,
884,Matt Targett,S,86,ENG,1995
10700,Matt Turner,GK,249,,
9071,Matteo Cancellieri,F M S,230,ITA,2002
557,Matteo Darmian,D S,106,ITA,1989
4920,Matteo Gabbia,D S,111,ITA,1999
5759,Matteo Guendouzi,M,96,FRA,1999
8522,Matteo Lovato,D S,264,,
12635,Matteo Palma,S,99,GER,2008
7013,Matteo Pessina,M S,271,ITA,1997
1473,Matteo Politano,D F M S,105,ITA,1993
11959,Matteo Prati,M S,116,ITA,2003
8872,Matteo Ruggeri,D M S,107,ITA,2002
12619,Matteo Vinlöf,S,117,,
8864,Matthew Cash,D M S,71,,
7793,Matthias Bader,D M S,127,,
12908,Matthias Braunöder,M S,286,AUT,2002
315,Matthias Ginter,D S,135,GER,1994
5745,Matthieu Udol,D,180,,
7902,Matthijs de Ligt,D S,89,NED,1999
9490,Matthis Abline,F M S,168,FRA,2003
6212,Mattia Bani,D S,101,ITA,1993
1486,Mattia Caldara,S,111,,
1120,Mattia De Sciglio,D S,108,ITA,1992
1580,Mattia Destro,F S,108,,
12868,Mattia Felici,M S,116,ITA,2001
13151,Mattia Liberali,M,111,ITA,2007
1093,Mattia Perin,GK,98,ITA,1992
3899,Mattia Valoti,S,271,ITA,1993
9855,Mattia Viti,D,108,ITA,2002
1958,Mattia Zaccagni,F M S,96,ITA,1995
6974,Mattias Svanberg,M S,131,SWE,1999
5480,Matvey Safonov,GK S,161,RUS,1999
6903,Matz Sels,GK,249,BEL,1992
9965,Matìas Soulè Malvano,D F M S,95,ARG,2003
10402,Matías Arezo,F S,155,,
13083,Matías Moreno,D S,110,ARG,2003
1423,Matías Vecino,M S,96,URU,1991
11983,Matús Bero,M S,268,SVK,1995
13241,Maurides,S,288,BRA,1994
3264,Mauro Arambarri,F M S,142,URU,1995
7688,Max Aarons,D S,73,ENG,2000
11894,Max Finkgrafe,D M S,134,,
9242,Max Geschwill,D M S,287,GER,2001
7332,Max Kilman,D,81,ENG,1997
8918,Max Lowe,D S,238,,
12470,Max Moerstedt,F M S,120,GER,2006
12626,Max Rosenfelder,D S,135,GER,2003
12473,Max Svensson,S,157,,
7328,Maxence Caqueret,M S,178,FRA,2000
8853,Maxence Lacroix,D,78,FRA,2000
6124,Maxi Gómez,F S,261,,
9703,Maxim Leitsch,D S,125,GER,1998
6737,Maxime Bernauer,D S,175,FRA,1998
9140,Maxime Busi,M S,177,,
11797,Maxime Colin,D,180,,
9487,Maxime Estève,D S,92,,
3274,Maxime Gonalons,M S,270,,
3772,Maxime Lopez,M S,110,,
153,Maximilian Arnold,M S,131,GER,1994
9716,Maximilian Bauer,D S,121,GER,2000
8137,Maximilian Beier,F M S,129,GER,2002
11849,Maximilian Breunig,F S,280,GER,2000
125,Maximilian Eggestein,M,135,GER,1996
419,Maximilian Mittelstädt,D S,133,GER,1997
4247,Maximilian Philipp,S,135,GER,1994
11841,Maximilian Wittek,D M S,268,GER,1995
7366,Maximilian Wöber,D S,130,,
9963,Maximiliano Caufriez,D,146,BEL,1997
3278,Maxwel Cornet,M S,74,CIV,1996
10908,Medon Berisha,M S,243,ALB,2003
7003,Mehdi Bourabia,M S,112,,
12780,Mehdi Taremi,F S,106,IRN,1992
3233,Mehdi Zeffane,D S,270,,
6872,Mehmet Zeki Çelik,D M S,95,TUR,1997
8190,Melvin Bard,D S,170,FRA,2000
12849,Melvin Zinga,GK,167,FRA,2002
555,Memphis Depay,F S,143,,
8819,Mergim Vojvoda,D S,286,KVX,1995
11331,Merlin Röhl,M S,135,GER,2002
11604,Mert Kömür,M S,121,GER,2005
9178,Merveille Papela,D M S,125,,
13440,Meschack Elia,F S,168,COD,1997
11877,Michael Folorunsho,D M S,110,ITA,1998
13606,Michael Golding,S,75,ENG,2006
171,Michael Gregoritsch,F S,135,AUT,1994
11281,Michael Kayode,D S,244,ITA,2004
1653,Michael Keane,D S,72,ENG,1993
12215,Michael Ndiweni,S,86,,
6504,Michael Obafemi,S,92,,
11487,Michael Olakigbe,S,244,,
9948,Michael Olise,M S,117,FRA,2001
9887,Michael Svoboda,D S,265,AUT,1998
126,Michael Zetterer,GK,123,GER,1995
531,Michail Antonio,F S,81,JAM,1990
10383,Michel Aebischer,M S,97,SUI,1997
4956,Michele Cerofolini,GK S,112,,
10890,Michele Di Gregorio,GK,98,ITA,1997
1678,Michy Batshuayi,F S,132,BEL,1993
5753,Mickael Nade,D S,175,FRA,1999
10050,Micky van de Ven,D S,82,NED,2001
7420,Miguel Almirón,F S,86,PAR,1994
12398,Miguel Crespo,M S,145,ESP,1999
6924,Miguel De la Fuente,F M S,159,ESP,1999
8513,Miguel Gutiérrez,D M,223,ESP,2001
8712,Miguel Rodriguez,D M S,152,ESP,1999
10566,Miguel Ángel Brau,S,155,ESP,1999
6740,Miguel Ángel Rubio,D S,155,ESP,1999
4937,Miha Zajc,M S,174,SVN,1994
9226,Mihai Valentin Mihaila,F M S,230,ROU,2000
5947,Mihailo Ristic,D S,152,SRB,1995
10349,Mika Biereth,F,171,DEN,2003
10224,Mika Mármol,D M S,144,ESP,2001
10957,Mikael Ellertsson,D M S,265,ISL,2002
12530,Mikayil Faye,D S,163,SEN,2004
3737,Mike Maignan,GK,111,FRA,1995
12094,Mike Trésor,F M S,92,,
12263,Mikel Jauregizar,M S,147,ESP,2003
5304,Mikel Merino,F M S,83,ESP,1996
2234,Mikel Oyarzabal,F M S,140,ESP,1997
5077,Mikel Vesga,M S,147,ESP,1993
12603,Mikey Moore,F M S,82,ENG,2007
11833,Miki Bosch,S,155,,
8859,Mikkel Damsgaard,F M S,244,DEN,2000
10787,Mikkel Desler,D M S,174,,
12053,Mikkel Kaufmann,F M S,280,DEN,2001
1430,Milan Badelj,M S,101,CRO,1989
3856,Milan Djuric,F S,271,BIH,1990
